"","state","district","office","candidate_republican","candidate_democrat","total_votes_republican","total_votes_democrat","gender_rep","gender_dem"
"4523","South Carolina","District 59","State Representative","No candidate","Terry Alexander",0,9064,"N/A","male"
"4524","South Carolina","District 6","State Representative","Brian White","No candidate",10243,0,"male","N/A"
"4525","South Carolina","District 60","State Representative","Phillip Lowe","Devon Justin Long",7548,4794,"male","male"
"4526","South Carolina","District 61","State Representative","No candidate","Roger K Kirby",0,7246,"N/A","male"
"4527","South Carolina","District 62","State Representative","Billy Baldwin","Robert Williams",4555,7821,"male","male"
"4528","South Carolina","District 63","State Representative","Jay Jordan","Mike Brank",9171,5016,"male","male"
"4529","South Carolina","District 64","State Representative","No candidate","Robert L Ridgeway III",0,9665,"N/A","male"
"4530","South Carolina","District 65","State Representative","Jay Lucas","No candidate",8962,0,"male","N/A"
"4531","South Carolina","District 66","State Representative","Tom Connor","Gilda Cobb-Hunter",3497,8800,"male","female"
"4532","South Carolina","District 67","State Representative","Murrell Smith","No candidate",8640,0,"male","N/A"
"4533","South Carolina","District 68","State Representative","Heather Ammons Crawford","No candidate",9457,0,"female","N/A"
"4534","South Carolina","District 69","State Representative","Chris Wooten","Beth Ann Rocheleau",10587,5074,"male","female"
"4535","South Carolina","District 7","State Representative","Jay West","No candidate",8201,0,"male","N/A"
"4536","South Carolina","District 70","State Representative","No candidate","Wendy C Brawley",0,9820,"N/A","female"
"4537","South Carolina","District 71","State Representative","Nathan Ballentine","No candidate",13844,0,"male","N/A"
"4538","South Carolina","District 72","State Representative","No candidate","Seth Rose",0,7301,"N/A","male"
"4539","South Carolina","District 73","State Representative","Ralph Bell","Chris Hart",2513,8900,"male","male"
"4540","South Carolina","District 74","State Representative","No candidate","J Todd Rutherford",0,9681,"N/A","Unknown"
"4541","South Carolina","District 8","State Representative","Jonathon Hill","No candidate",10186,0,"male","N/A"
"4542","South Carolina","District 9","State Representative","Anne Thayer","No candidate",9165,0,"female","N/A"
"4543","South Dakota","District 1","State Representative","Tamara St John","H. Paul Dennert",5574,3861,"female","Unknown"
"4544","South Dakota","District 1","State Representative","No candidate","Steven D. McCleerey",0,3739,"N/A","male"
"4545","South Dakota","District 1","State Senator","No candidate","Susan M. Wismer",0,5886,"N/A","female"
"4546","South Dakota","District 10","State Representative","Doug Barthel","Barbara Saxton",5101,3094,"male","female"
"4547","South Dakota","District 10","State Representative","Steven Haugaard","Dean Kurtz",5017,3066,"male","male"
"4548","South Dakota","District 10","State Senator","Margaret Sutton","Rachel Willson",5240,3558,"female","female"
"4549","South Dakota","District 11","State Representative","Chris Karr","Margaret Kuipers",5227,3769,"male","female"
"4550","South Dakota","District 11","State Representative","Mark K. Willadsen","Sheryl L. Johnson",5436,4450,"male","female"
"4551","South Dakota","District 11","State Senator","Jim Stalzer","Kevin Elsing",6190,4058,"male","male"
"4552","South Dakota","District 12","State Representative","Arch Beal","Jeff Hayward",4757,3916,"male","male"
"4553","South Dakota","District 12","State Representative","Manny Steele","Scott C. Petersen",4713,4320,"male","male"
"4554","South Dakota","District 12","State Senator","R. Blake Curd","Kasey Oliver",4869,4845,"Unknown","female"
"4555","South Dakota","District 13","State Representative","Rex Rolfing","Kelly Sullivan",5396,5476,"male","female"
"4556","South Dakota","District 13","State Representative","Sue Peterson","No candidate",6376,0,"female","N/A"
"4557","South Dakota","District 13","State Senator","Jack Kolbeck","Melissa Hiatt",6165,5215,"male","female"
"4558","South Dakota","District 14","State Representative","Larry P. Zikmund","Erin Healy",5299,5102,"male","female"
"4559","South Dakota","District 14","State Representative","No candidate","Valerie Loudenback",0,4716,"N/A","female"
"4560","South Dakota","District 14","State Senator","Deb Soholt","Justyn Hauck",6531,4268,"female","male"
"4561","South Dakota","District 15","State Representative","No candidate","Jamie Smith",0,2481,"N/A","female"
"4562","South Dakota","District 15","State Representative","No candidate","Linda Duba",0,2771,"N/A","female"
"4563","South Dakota","District 15","State Senator","No candidate","Reynold F. Nesiba",0,3258,"N/A","male"
"4564","South Dakota","District 16","State Representative","David L. Anderson","Chad Skiles",5739,2995,"male","male"
"4565","South Dakota","District 16","State Representative","Kevin D. Jensen","Mike Steinbrecher",6121,2806,"male","male"
"4566","South Dakota","District 16","State Senator","Jim Bolin","Elizabeth Merrigan",6815,3131,"male","female"
"4567","South Dakota","District 17","State Representative","Nancy Rasmusen","John A. Gors",4374,3607,"female","male"
"4568","South Dakota","District 17","State Representative","No candidate","Ray Ring",0,4352,"N/A","male"
"4569","South Dakota","District 17","State Senator","Arthur Rusch","Howard Grinager",4953,3145,"male","male"
"4570","South Dakota","District 18","State Representative","Jean M. Hunhoff","Ryan Cwach",4444,4552,"female","male"
"4571","South Dakota","District 18","State Representative","Max L. Farver","Terry Crandall",3782,3547,"male","male"
"4572","South Dakota","District 18","State Senator","Roger Meyer","Craig Kennedy",4061,4518,"male","male"
"4573","South Dakota","District 19","State Representative","Kent Peterson","John C. Koch",6363,2114,"male","male"
"4574","South Dakota","District 19","State Representative","Kyle Schoenfish","No candidate",6484,0,"male","N/A"
"4575","South Dakota","District 19","State Senator","Stace Nelson","Ardon Wek",7531,2642,"male","male"
"4576","South Dakota","District 2","State Representative","Kaleb W. Weis","Jenae Hansen",4821,3856,"male","female"
"4577","South Dakota","District 2","State Representative","Lana J. Greenfield","Mike McHugh",5673,3060,"female","male"
"4578","South Dakota","District 2","State Senator","Brock L. Greenfield","Paul Register",6574,3207,"male","male"
"4579","South Dakota","District 20","State Representative","Lance Koth","Ione Klinger",4756,3297,"male","female"
"4580","South Dakota","District 20","State Representative","Paul R. Miskimins","James Schorzmann",5429,2866,"male","male"
"4581","South Dakota","District 20","State Senator","Joshua Klumb","Dan Miller",6606,2507,"male","male"
"4582","South Dakota","District 21","State Representative","Caleb Finck","Anna Kerner Andersson",4868,3028,"male","female"
"4583","South Dakota","District 21","State Representative","Lee Qualm","Faith Spotted Eagle",5618,1800,"male","female"
"4584","South Dakota","District 21","State Senator","Rocky Dale Blare","Julie Bartling",4918,4084,"male","female"
"4585","South Dakota","District 22","State Representative","Bob Glanzer","Tyler B. Volesky",5296,3488,"male","male"
"4586","South Dakota","District 22","State Representative","Roger Chase","No candidate",4579,0,"male","N/A"
"4587","South Dakota","District 22","State Senator","James White","Eric Bliss",5933,2234,"male","male"
"4588","South Dakota","District 23","State Representative","John A. Lake","Eleanor Iverson",6435,2105,"male","female"
"4589","South Dakota","District 23","State Representative","Spencer Gosch","Margaret Ann Walsh",7115,1717,"male","female"
"4590","South Dakota","District 23","State Senator","Justin R. Cronin","Joe Yracheta",7869,1661,"male","male"
"4591","South Dakota","District 24","State Representative","Mary Duvall","Brian Watterson",7238,2137,"female","male"
"4592","South Dakota","District 24","State Representative","Tim Rounds","Terry Keller",6836,3449,"male","male"
"4593","South Dakota","District 24","State Senator","Jeff Monroe","Amanda Bachmann",6989,3519,"male","female"
"4594","South Dakota","District 25","State Representative","Jon Hansen","Bj Motley",5982,2266,"male","male"
"4595","South Dakota","District 25","State Representative","Tom Pischke","Dan Ahlers",5272,5174,"male","male"
"4596","South Dakota","District 25","State Senator","Kris K. Langer","No candidate",6583,0,"female","N/A"
"4597","South Dakota","District 26","State Senator","Joel Koskan","Troy Heinert",3450,3896,"male","male"
"4598","South Dakota","District 26A","State Representative","No candidate","Shawn Bordeaux",0,2057,"N/A","male"
"4599","South Dakota","District 26B","State Representative","Rebecca Reimer","Debra Smith",2716,1696,"female","female"
"4600","South Dakota","District 27","State Representative","Elizabeth May","Margaret Ross",2634,2673,"female","female"
"4601","South Dakota","District 27","State Representative","Steve Livermont","Peri Pourier",2683,2865,"male","female"
"4602","South Dakota","District 27","State Senator","Bill Hines","Red Dawn Foster",2598,3673,"male","male"
"4603","South Dakota","District 28","State Senator","Ryan M. Maher","Alli Moran",5818,2764,"male","female"
"4604","South Dakota","District 28A","State Representative","No candidate","Oren Lesmeister",0,2727,"N/A","male"
"4605","South Dakota","District 28B","State Representative","Sam Marty","No candidate",3953,0,"male","N/A"
"4606","South Dakota","District 29","State Representative","Kirk Chaffee","Jade Addison",5935,2078,"male","female"
"4607","South Dakota","District 29","State Representative","Thomas J. Brunner","Michael S. McManus",5711,2004,"male","male"
"4608","South Dakota","District 29","State Senator","Gary L. Cammack","Matt Kammerer",6422,2558,"male","male"
"4609","South Dakota","District 3","State Representative","Carl E Perry","Brooks Briscoe",4894,3564,"male","male"
"4610","South Dakota","District 3","State Representative","Drew Dennert","Justin Roemmick",5556,3113,"male","male"
"4611","South Dakota","District 3","State Senator","Al Novstrup","Cory Allen Heidelberger",5338,3787,"male","male"
"4612","South Dakota","District 30","State Representative","Julie Frye-Mueller","Karen McGregor",7166,3152,"female","female"
"4613","South Dakota","District 30","State Representative","Timothy Ray Goodwin","Whitney Raver",7433,2684,"male","female"
"4614","South Dakota","District 30","State Senator","Lance Steven Russell","Kristine Ina Winter",6652,2943,"male","female"
"4615","South Dakota","District 31","State Representative","Charles M. Turbiville","Naveen Malik",5040,3789,"male","male"
"4616","South Dakota","District 31","State Representative","Timothy R. Johns","Wyatt Osthus",6879,2539,"male","male"
"4617","South Dakota","District 31","State Senator","Bob Ewing","Sherry Bea Smith",6962,3710,"male","female"
"4618","South Dakota","District 32","State Representative","Chris Johnson","Bill Knight",4436,2631,"male","male"
"4619","South Dakota","District 32","State Representative","Scyller J. Borglum","Susan Kelts",4643,4196,"Unknown","female"
"4620","South Dakota","District 32","State Senator","Alan Solano","Ayla Rodriguez",5602,3404,"male","female"
"4621","South Dakota","District 33","State Representative","David Johnson","Lilias Jarding",6094,3537,"male","female"
"4622","South Dakota","District 33","State Representative","Taffy Howard","No candidate",5662,0,"female","N/A"
"4623","South Dakota","District 33","State Senator","Phil Jensen","Ryan A. Ryder",6655,4018,"male","male"
"4624","South Dakota","District 34","State Representative","Jess Olson","Brian Davis",5853,2987,"male","male"
"4625","South Dakota","District 34","State Representative","Michael G. Diedrich","George J. Nelson",5848,3502,"male","male"
"4626","South Dakota","District 34","State Senator","Jeff Partridge","Zach VanWyk",6332,3769,"male","male"
"4627","South Dakota","District 35","State Representative","Tina L Mulally","Bo Sistak",4030,2179,"female","male"
"4628","South Dakota","District 35","State Representative","Tony Randolph","Michael T. Hanson",3776,2183,"male","male"
"4629","South Dakota","District 35","State Senator","Lynne DiSanto","Pat Cromwell",4323,2650,"female","female"
"4630","South Dakota","District 4","State Representative","Fred Deutsch","Jim Chilson",5934,2674,"male","male"
"4631","South Dakota","District 4","State Representative","John Mills","Kathy Tyler",5285,4002,"male","female"
"4632","South Dakota","District 4","State Senator","John Wiik","Dennis Evenson",6500,3525,"male","male"
"4633","South Dakota","District 5","State Representative","Hugh M. Bartels","Brett Ries",5328,3494,"male","male"
"4634","South Dakota","District 5","State Representative","Nancy York","Diana Hane",5337,1664,"female","female"
"4635","South Dakota","District 5","State Senator","Lee Schoenbeck","No candidate",6358,0,"male","N/A"
"4636","South Dakota","District 6","State Representative","Herman Otten","Kyle Boese",5911,3357,"male","male"
"4637","South Dakota","District 6","State Representative","Isaac Latterell","Nancy Kirstein",5490,3399,"male","female"
"4638","South Dakota","District 6","State Senator","Ernie Otten","Teresa Ann Robbins",6945,3725,"male","female"
"4639","South Dakota","District 7","State Representative","Doug Post","Dwight W. ""Bill"" Adamson",3132,2468,"male","male"
"4640","South Dakota","District 7","State Representative","Tim Reed","Zachary Kovach",4593,1780,"male","male"
"4641","South Dakota","District 7","State Senator","V.J. Smith","No candidate",4628,0,"Unknown","N/A"
"4642","South Dakota","District 8","State Representative","Marli Wiese","Chris Francis",6163,2416,"female","male"
"4643","South Dakota","District 8","State Representative","Randy Gross","Jason Unger",5173,3966,"male","male"
"4644","South Dakota","District 8","State Senator","Jordan Youngberg","Scott Parsley",5517,4481,"male","male"
"4645","South Dakota","District 9","State Representative","No candidate","Deb Peters",0,5013,"N/A","female"
"4646","South Dakota","District 9","State Representative","No candidate","Michael Clark",0,3588,"N/A","male"
"4647","South Dakota","District 9","State Representative","No candidate","Michael Saba",0,3655,"N/A","male"
"4648","South Dakota","District 9","State Representative","No candidate","Toni Miller",0,3185,"N/A","female"
"4649","South Dakota","District 9","State Senator","Wayne H. Steinhauer","Laura Swier",4759,3640,"male","female"
"4650","Tennessee","District 1","State Representative","John Crawford","No candidate",15642,0,"male","N/A"
"4651","Tennessee","District 1","State Senator","Steve Southerland","No candidate",43262,0,"male","N/A"
"4652","Tennessee","District 10","State Representative","Rick Eldridge","Barbara Simmons",12941,4214,"male","female"
"4653","Tennessee","District 11","State Representative","Jeremy Faison","Vincyl Fitzgerald II",14123,2528,"male","Unknown"
"4654","Tennessee","District 11","State Senator","Bo Watson","Randall ""Randy"" Price",51082,27332,"male","male"
"4655","Tennessee","District 12","State Representative","Dale Carr","Robert G Williams",16649,4195,"male","male"
"4656","Tennessee","District 13","State Representative","Eddie Smith","Gloria Johnson",9041,11495,"male","female"
"4657","Tennessee","District 13","State Senator","Dawn White","Kelly Northcutt",36594,25974,"female","female"
"4658","Tennessee","District 14","State Representative","Jason Zachary","Justin Davis",21598,11343,"male","male"
"4659","Tennessee","District 15","State Representative","No candidate","Rick Staples",0,12227,"N/A","male"
"4660","Tennessee","District 15","State Senator","Paul Bailey","Angela Hedgecough",48919,17512,"male","female"
"4661","Tennessee","District 16","State Representative","Bill Dunn","Kate Trudell",16140,7008,"male","female"
"4662","Tennessee","District 17","State Representative","Andrew E. Farmer","Delynn McCash",14949,3907,"male","female"
"4663","Tennessee","District 17","State Senator","Mark Pody","Mary Alice Carfi",53364,22452,"male","female"
"4664","Tennessee","District 18","State Representative","Martin B. Daniel","Greg Mackay",12865,12118,"male","male"
"4665","Tennessee","District 19","State Representative","Dave Wright","Edward Nelson",15174,5050,"male","male"
"4666","Tennessee","District 19","State Senator","No candidate","Brenda Gilmore",0,49586,"N/A","female"
"4667","Tennessee","District 2","State Representative","Bud Hulsey","Arvil Love Jr.",17455,4972,"male","male"
"4668","Tennessee","District 2","State Senator","Art Swann","No candidate",55595,0,"male","N/A"
"4669","Tennessee","District 20","State Representative","Bob Ramsey","Susan Sneed",16133,6751,"male","female"
"4670","Tennessee","District 21","State Representative","Lowell Russell","Laura Miller",19178,5771,"male","female"
"4671","Tennessee","District 21","State Senator","No candidate","Jeff Yarbro",0,55905,"N/A","male"
"4672","Tennessee","District 22","State Representative","Dan Howell","No candidate",18743,0,"male","N/A"
"4673","Tennessee","District 23","State Representative","Mark Cochran","Brad W. Hartley",16395,3918,"male","male"
"4674","Tennessee","District 23","State Senator","Jack Johnson","Kristen Grimm",68118,33710,"male","female"
"4675","Tennessee","District 24","State Representative","Mark Hall","Mallory Pickert",14909,4941,"male","female"
"4676","Tennessee","District 25","State Representative","Cameron Sexton","Anne F. Quillen",21077,5968,"male","female"
"4677","Tennessee","District 25","State Senator","Kerry Roberts","Wade Munday",47188,18795,"female","male"
"4678","Tennessee","District 26","State Representative","Robin Smith","Jean-Marie Lawrence",19174,10747,"female","Unknown"
"4679","Tennessee","District 27","State Representative","Patsy Hazlewood","Brent S. Morris",18360,9887,"female","male"
"4680","Tennessee","District 27","State Senator","Ed Jackson","Savannah Williamson",35837,19177,"male","female"
"4681","Tennessee","District 28","State Representative","Lemon C. Williams, Jr.","Yusuf A. Hakeem",4125,16730,"male","male"
"4682","Tennessee","District 29","State Representative","Mike Carter","Tammy Magouirk",18819,8717,"male","female"
"4683","Tennessee","District 29","State Senator","Tom Stephens","Raumesh Akbari",8679,43851,"male","Unknown"
"4684","Tennessee","District 3","State Representative","Timothy Hill","No candidate",18467,0,"male","N/A"
"4685","Tennessee","District 3","State Senator","Rusty Crowe","No candidate",50236,0,"male","N/A"
"4686","Tennessee","District 30","State Representative","Esther Helton","Joda Thongnopnua",14431,10252,"female","female"
"4687","Tennessee","District 31","State Representative","Ron Travis","Dean M Sparks",15700,4216,"male","male"
"4688","Tennessee","District 31","State Senator","Brian Kelsey","Gabby Salinas",40504,39086,"male","female"
"4689","Tennessee","District 32","State Representative","Kent Calfee","Mary Ellen Blencoe",16969,5540,"male","female"
"4690","Tennessee","District 33","State Representative","John D. Ragan","Richard Dawson",13571,8572,"male","male"
"4691","Tennessee","District 33","State Senator","No candidate","Katrina Robinson",0,42992,"N/A","female"
"4692","Tennessee","District 34","State Representative","Tim Rudd","Jennifer Vannoy",17815,11649,"male","female"
"4693","Tennessee","District 35","State Representative","Jerry Sexton","No candidate",13713,0,"male","N/A"
"4694","Tennessee","District 36","State Representative","Dennis H. Powers","Cassandra Mitchell",12740,3674,"male","female"
"4695","Tennessee","District 37","State Representative","Charlie Baum","DeAnna D. Osborne",13455,9218,"male","female"
"4696","Tennessee","District 38","State Representative","Kelly T Keisling","Carol Venea' Abney",15258,3667,"female","female"
"4697","Tennessee","District 39","State Representative","Iris Rudder","Sharon ""Layne"" Adams",13682,6018,"female","female"
"4698","Tennessee","District 4","State Representative","John B Holsclaw Jr.","No candidate",17651,0,"male","N/A"
"4699","Tennessee","District 40","State Representative","Terri Lynn Weaver","No candidate",20584,0,"female","N/A"
"4700","Tennessee","District 41","State Representative","Ed Butler","John Mark Windle",8796,10814,"male","male"
"4701","Tennessee","District 42","State Representative","Ryan Williams","Terry Scott",15401,6883,"male","male"
"4702","Tennessee","District 43","State Representative","Paul Sherrell","Les Trotman",13009,5159,"male","male"
"4703","Tennessee","District 44","State Representative","William Lamberth","Rachel Mackey",16398,6868,"male","female"
"4704","Tennessee","District 45","State Representative","Johnny C. Garrett","Hana Ali",19388,8369,"male","female"
"4705","Tennessee","District 46","State Representative","Clark Boyd","Mark Cagle",17602,6540,"male","male"
"4706","Tennessee","District 47","State Representative","Rush Bricken","Mike Winton",13605,6953,"male","male"
"4707","Tennessee","District 48","State Representative","Bryan Terry","Matt Ferry",13865,8912,"male","male"
"4708","Tennessee","District 49","State Representative","Mike Sparks","Chris Mayor",10953,9912,"male","male"
"4709","Tennessee","District 5","State Representative","David B. Hawk","Park Overall",14176,3405,"male","male"
"4710","Tennessee","District 5","State Senator","Randy McNally","Stuart Starr",48336,18948,"male","male"
"4711","Tennessee","District 50","State Representative","Judd Cowan","Bo Mitchell",12182,15926,"male","male"
"4712","Tennessee","District 51","State Representative","No candidate","Bill Beck",0,19509,"N/A","male"
"4713","Tennessee","District 52","State Representative","No candidate","Michael Stewart",0,13934,"N/A","male"
"4714","Tennessee","District 53","State Representative","Amberlee' Brooks","Jason Powell",6948,13156,"Unknown","male"
"4715","Tennessee","District 54","State Representative","No candidate","Vincent Dixie",0,18194,"N/A","male"
"4716","Tennessee","District 55","State Representative","No candidate","John Ray Clemmons",0,19745,"N/A","male"
"4717","Tennessee","District 56","State Representative","Brent Moody","Bob Freeman",17300,18312,"male","male"
"4718","Tennessee","District 57","State Representative","Susan M Lynn","Jordan Cole",22895,10632,"female","male"
"4719","Tennessee","District 58","State Representative","No candidate","Harold M. Love",0,16935,"N/A","male"
"4720","Tennessee","District 59","State Representative","David R. Birdsong","Jason Potts",3027,11122,"male","male"
"4721","Tennessee","District 6","State Representative","Micah Van Huss","No candidate",15892,0,"male","N/A"
"4722","Tennessee","District 60","State Representative","No candidate","Darren Jernigan",0,18362,"N/A","male"
"4723","Tennessee","District 61","State Representative","Brandon Ogles","Rebecca Purington",21885,11555,"male","female"
"4724","Tennessee","District 62","State Representative","Pat Marsh","Marty Davis",13366,4074,"female","male"
"4725","Tennessee","District 63","State Representative","Glen Casada","Bill Peach",27041,12911,"male","male"
"4726","Tennessee","District 64","State Representative","Scott E. Cepicky","A. J. Holmes",16422,9146,"male","Unknown"
"4727","Tennessee","District 65","State Representative","Sam Whitson","Toby Shaffer",19720,9143,"male","male"
"4728","Tennessee","District 66","State Representative","Sabi ""Doc"" Kumar","Larry Proffitt",16727,5721,"Unknown","male"
"4729","Tennessee","District 67","State Representative","Tommy J. Vallejos","Jason Hodges",7290,8531,"male","male"
"4730","Tennessee","District 68","State Representative","Curtis Johnson","Dennis Potvin",17801,8805,"male","male"
"4731","Tennessee","District 69","State Representative","Michael G. Curcio","Eddie Johnson",12870,6673,"male","male"
"4732","Tennessee","District 7","State Representative","Matthew Hill","Nathan Farnor",13240,6690,"male","male"
"4733","Tennessee","District 7","State Senator","Richard Briggs","Jamie Ballinger",38558,30826,"male","female"
"4734","Tennessee","District 70","State Representative","Clay Doggett","Jessica B. Yokley",15503,4363,"male","female"
"4735","Tennessee","District 71","State Representative","David ""Coach"" Byrd","Frankie G. Floied",14257,4079,"male","male"
"4736","Tennessee","District 72","State Representative","Kirk Haston","James T. Haynes",16218,3673,"male","male"
"4737","Tennessee","District 73","State Representative","Chris Todd","James A. Baxter",16479,7450,"male","male"
"4738","Tennessee","District 74","State Representative","Jay D. Reedy","Billy Borchert",10304,6488,"male","male"
"4739","Tennessee","District 75","State Representative","Bruce I. Griffey","Richard Carl",14030,4950,"male","male"
"4740","Tennessee","District 76","State Representative","Andy Holt","Deane Arganbright",12126,4691,"male","male"
"4741","Tennessee","District 77","State Representative","Bill Sanderson","No candidate",15622,0,"male","N/A"
"4742","Tennessee","District 78","State Representative","Mary Littleton","John E. Patrick",16137,7230,"female","male"
"4743","Tennessee","District 79","State Representative","Curtis Halford","Gregory Frye",14875,4755,"male","male"
"4744","Tennessee","District 8","State Representative","Jerome Moon","Jay Clark",16527,6373,"male","male"
"4745","Tennessee","District 80","State Representative","No candidate","Johnny W. Shaw",0,12227,"N/A","male"
"4746","Tennessee","District 81","State Representative","Debra Moody","No candidate",14704,0,"female","N/A"
"4747","Tennessee","District 82","State Representative","Chris Hurt","Andrea Bond-Johnson",9680,7229,"male","female"
"4748","Tennessee","District 83","State Representative","Mark White","Danielle Schonbaum",15163,11526,"male","female"
"4749","Tennessee","District 84","State Representative","No candidate","Joe Towns Jr.",0,15149,"N/A","male"
"4750","Tennessee","District 85","State Representative","No candidate","Jesse Chism",0,18021,"N/A","male"
"4751","Tennessee","District 86","State Representative","No candidate","Barbara Cooper",0,13865,"N/A","female"
"4752","Tennessee","District 87","State Representative","No candidate","Karen Camper",0,14496,"N/A","female"
"4753","Tennessee","District 88","State Representative","No candidate","Larry J. Miller",0,13584,"N/A","male"
"4754","Tennessee","District 89","State Representative","Justin Lafferty","Coleen Martinez",16665,9389,"male","female"
"4755","Tennessee","District 9","State Representative","Gary W. Hicks, Jr.","Derek Winkle",14816,3197,"male","male"
"4756","Tennessee","District 9","State Senator","Mike Bell","Carl Lansden",45006,12887,"male","male"
"4757","Tennessee","District 90","State Representative","No candidate","John J. Deberry Jr.",0,14795,"N/A","male"
"4758","Tennessee","District 91","State Representative","No candidate","London P. Lamar",0,13163,"N/A","female"
"4759","Tennessee","District 92","State Representative","Rick Tillis","C.S. ""Scott"" Coffey",14249,4717,"male","Unknown"
"4760","Tennessee","District 93","State Representative","No candidate","G. A. Hardaway, Sr.",0,12323,"N/A","Unknown"
"4761","Tennessee","District 94","State Representative","Ron M. Gant","Terry S. Saine",18139,6383,"male","male"
"4762","Tennessee","District 95","State Representative","Kevin Vaughan","Sanjeev Memula",22349,8926,"male","male"
"4763","Tennessee","District 96","State Representative","Scott McCormick","Dwayne Thompson",11007,14829,"male","male"
"4764","Tennessee","District 97","State Representative","Jim Coley","Allan Creasy",12386,10163,"male","male"
"4765","Tennessee","District 98","State Representative","No candidate","Antonio Parkinson",0,11184,"N/A","male"
"4766","Tennessee","District 99","State Representative","Tom Leatherwood","David Cambron",18644,7893,"male","male"
"4767","Texas","District 10","State Representative","John Wray","Kimberly Emery",44652,17445,"male","female"
"4768","Texas","District 10","State Senator","Konni Burton","Beverly Powell",138968,148959,"female","female"
"4769","Texas","District 101","State Representative","No candidate","Chris Turner",0,31127,"N/A","male"
"4770","Texas","District 102","State Representative","Linda Koop","Ana-Maria Ramos",26758,30025,"female","Unknown"
"4771","Texas","District 103","State Representative","Jerry Fortenberry","Rafael M. Anchia",8322,29936,"male","male"
"4772","Texas","District 105","State Representative","Rodney Anderson","Thresa """"Terry"""" Meza",20324,24579,"male","female"
"4773","Texas","District 106","State Representative","Jared Patterson","Ramona Thompson",48460,34651,"male","female"
"4774","Texas","District 107","State Representative","Deanna Maria Metzger","Victoria Neave",21829,29058,"female","female"
"4775","Texas","District 108","State Representative","Morgan Meyer","Joanna Cattanach",39427,39207,"female","female"
"4776","Texas","District 11","State Representative","Travis Clardy","Alec Johnson",38704,13343,"male","male"
"4777","Texas","District 112","State Representative","Angie Chen Button","Brandy K Chambers",27126,26016,"female","female"
"4778","Texas","District 113","State Representative","Jonathan Boos","Rhetta Andrews Bowers",24500,28170,"male","female"
"4779","Texas","District 114","State Representative","Lisa Luby Ryan","John Turner",29508,37020,"female","male"
"4780","Texas","District 115","State Representative","Matt Rinaldi","Julie Johnson",24512,32214,"male","female"
"4781","Texas","District 116","State Representative","Fernando Padron","Trey Martinez Fischer",13680,32538,"male","male"
"4782","Texas","District 117","State Representative","Michael Berlanga","Philip Cortez",24480,32976,"male","male"
"4783","Texas","District 118","State Representative","John Lujan","Leo Pacheco",17367,24032,"male","male"
"4784","Texas","District 12","State Representative","Kyle Kacal","Marianne Arnold",33060,15855,"male","female"
"4785","Texas","District 120","State Representative","Ronald Payne","Barbara Gervin-Hawkins",13354,28864,"male","female"
"4786","Texas","District 121","State Representative","Steve Allison","Celina D. Montoya",38843,32679,"male","female"
"4787","Texas","District 122","State Representative","Lyle Larson","Claire Barnett",58311,35851,"male","female"
"4788","Texas","District 124","State Representative","Johnny S. Arredondo","Ina Minjarez",15229,31835,"male","female"
"4789","Texas","District 125","State Representative","No candidate","Justin Rodriguez",0,32953,"N/A","male"
"4790","Texas","District 126","State Representative","E. Sam Harless","Natali Hurtado",30399,25035,"Unknown","female"
"4791","Texas","District 127","State Representative","Dan Huberty","No candidate",44595,0,"male","N/A"
"4792","Texas","District 129","State Representative","Dennis Paul","Alexander Jonathan Karjeker",36554,27054,"male","male"
"4793","Texas","District 13","State Representative","Ben Leman","Cecil Ray Webster, Sr.",51115,13491,"male","male"
"4794","Texas","District 130","State Representative","Tom Oliverson","Fred Infortunio",52106,22598,"male","male"
"4795","Texas","District 131","State Representative","Syed S. Ali","Alma A. Allen",5940,35930,"male","female"
"4796","Texas","District 132","State Representative","Mike Schofield","Gina Calanni",32728,32841,"male","female"
"4797","Texas","District 133","State Representative","Jim Murphy","Marty Schexnayder",41400,29844,"male","male"
"4798","Texas","District 134","State Representative","Sarah Davis","Allison Lami Sawyer",47277,41637,"female","female"
"4799","Texas","District 135","State Representative","Gary Elkins","Jon E. Rosenthal",26701,28473,"male","male"
"4800","Texas","District 136","State Representative","Tony Dale","John H Bucy III",34084,41592,"male","male"
"4801","Texas","District 137","State Representative","No candidate","Gene Wu",0,17616,"N/A","male"
"4802","Texas","District 138","State Representative","Dwayne Bohac","Adam Milasincic",24222,24175,"male","male"
"4803","Texas","District 139","State Representative","No candidate","Jarvis D Johnson",0,37159,"N/A","male"
"4804","Texas","District 14","State Representative","John Raney","Josh Wilkinson",26906,20817,"male","male"
"4805","Texas","District 14","State Senator","George W. Hindman","Kirk Watson",96834,276052,"male","male"
"4806","Texas","District 144","State Representative","Ruben Villarreal","Mary Ann Perez",9106,14349,"male","female"
"4807","Texas","District 145","State Representative","No candidate","Carol Alvarado",0,24269,"N/A","female"
"4808","Texas","District 146","State Representative","No candidate","Shawn Nicole Thierry",0,35656,"N/A","male"
"4809","Texas","District 147","State Representative","Thomas Wang","Garnet F. Coleman",10528,44314,"male","female"
"4810","Texas","District 148","State Representative","Ryan T. McConnico","Jessica Cristina Farrar",15228,32231,"male","female"
"4811","Texas","District 149","State Representative","No candidate","Hubert Vo",0,27071,"N/A","male"
"4812","Texas","District 15","State Representative","Steve Toth","Lorena Perez McGill",52975,25915,"male","female"
