"","year","state","district","office","candidate","total_votes","vote_prop","gender","winner_party","candidate_party","race_ethnicity"
"10490",2018,"New York","District 81","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10491",2018,"New York","District 82","State Assembly Member","Elizabeth A. English",5509,0.159574776236132,"female","Democrat","Republican","Missing"
"10492",2018,"New York","District 83","State Assembly Member","Aston G. Lee",632,0.021215885058243,"male","Democrat","Republican","Missing"
"10493",2018,"New York","District 84","State Assembly Member","Rosaline Nieves",842,0.0406547245425136,"female","Democrat","Republican","Missing"
"10494",2018,"New York","District 84","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10495",2018,"New York","District 85","State Assembly Member","Shonde M. Lennon",805,0.0370029878188922,"Unknown","Democrat","Republican","Missing"
"10496",2018,"New York","District 86","State Assembly Member","Ariel A. Rivera-Diaz",748,0.0386383594193915,"female","Democrat","Republican","Missing"
"10497",2018,"New York","District 86","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10498",2018,"New York","District 87","State Assembly Member","Alpheaus E. Marcus",1196,0.0486713059048549,"Unknown","Democrat","Republican","Missing"
"10499",2018,"New York","District 87","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10500",2018,"New York","District 88","State Assembly Member","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10501",2018,"New York","District 88","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10502",2018,"New York","District 88","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10503",2018,"New York","District 89","State Assembly Member","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10504",2018,"New York","District 9","State Assembly Member","Mike LiPetri",25612,0.518419561169136,"male","Republican","Republican","Missing"
"10505",2018,"New York","District 9","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10506",2018,"New York","District 9","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10507",2018,"New York","District 9","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10508",2018,"New York","District 9","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10509",2018,"New York","District 9","State Senator","Francis X. Becker, Jr.",41095,0.355256446830398,"male","Democrat","Republican","Missing"
"10510",2018,"New York","District 9","State Senator","No candidate",0,0,"N/A","Other","Republican","Missing"
"10511",2018,"New York","District 9","State Senator","No candidate",0,0,"N/A","Other","Republican","Missing"
"10512",2018,"New York","District 9","State Senator","No candidate",0,0,"N/A","Other","Republican","Missing"
"10513",2018,"New York","District 9","State Senator","No candidate",0,0,"N/A","Other","Republican","Missing"
"10514",2018,"New York","District 9","State Senator","No candidate",0,0,"N/A","Other","Republican","Missing"
"10515",2018,"New York","District 90","State Assembly Member","Joe Pinion",10772,0.308582559871663,"male","Democrat","Republican","Missing"
"10516",2018,"New York","District 90","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10517",2018,"New York","District 90","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10518",2018,"New York","District 90","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10519",2018,"New York","District 90","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10520",2018,"New York","District 90","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10521",2018,"New York","District 91","State Assembly Member","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10522",2018,"New York","District 91","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10523",2018,"New York","District 92","State Assembly Member","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10524",2018,"New York","District 92","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10525",2018,"New York","District 93","State Assembly Member","John Nuculovic",13964,0.283228201123664,"male","Democrat","Republican","Missing"
"10526",2018,"New York","District 93","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10527",2018,"New York","District 93","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10528",2018,"New York","District 93","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10529",2018,"New York","District 93","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10530",2018,"New York","District 94","State Assembly Member","Kevin M. Byrne",25615,0.503627533866813,"male","Republican","Republican","Missing"
"10531",2018,"New York","District 94","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10532",2018,"New York","District 94","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10533",2018,"New York","District 94","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10534",2018,"New York","District 94","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10535",2018,"New York","District 95","State Assembly Member","Lawrence A. Chiulli",12406,0.283280814723478,"male","Democrat","Republican","Missing"
"10536",2018,"New York","District 95","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10537",2018,"New York","District 95","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10538",2018,"New York","District 95","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10539",2018,"New York","District 96","State Assembly Member","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10540",2018,"New York","District 96","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10541",2018,"New York","District 96","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10542",2018,"New York","District 97","State Assembly Member","Rosario Presti, Jr.",11169,0.310439713158041,"female","Democrat","Republican","Missing"
"10543",2018,"New York","District 97","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10544",2018,"New York","District 97","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10545",2018,"New York","District 97","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10546",2018,"New York","District 98","State Assembly Member","Karl A. Brabenec",18199,0.527018417699525,"male","Republican","Republican","Missing"
"10547",2018,"New York","District 98","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10548",2018,"New York","District 98","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10549",2018,"New York","District 98","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10550",2018,"New York","District 98","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10551",2018,"New York","District 99","State Assembly Member","Colin J. Schmitt",20857,0.462409932380002,"male","Democrat","Republican","Missing"
"10552",2018,"New York","District 99","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10553",2018,"New York","District 99","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10554",2018,"New York","District 99","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10555",2018,"New York","District 99","State Assembly Member","No candidate",0,0,"N/A","Other","Republican","Missing"
"10556",2018,"North Carolina","District 1","State Representative","Edward C. Goodwin",14749,0.531017101710171,"male","Republican","Republican","Missing"
"10557",2018,"North Carolina","District 10","State Representative","John Bell",18836,0.69339223265231,"male","Republican","Republican","Missing"
"10558",2018,"North Carolina","District 100","State Representative","Nancy Campbell",6901,0.291723030098072,"female","Democrat","Republican","Missing"
"10559",2018,"North Carolina","District 101","State Representative","Steve Mauney",6319,0.213090982666757,"male","Democrat","Republican","Missing"
"10560",2018,"North Carolina","District 102","State Representative","Tyler Norris",4316,0.166480231436837,"male","Democrat","Republican","Missing"
"10561",2018,"North Carolina","District 103","State Representative","Bill Brawley",19064,0.49908372166082,"male","Democrat","Republican","Missing"
"10562",2018,"North Carolina","District 104","State Representative","Andy Dulin",20220,0.482163296451736,"male","Democrat","Republican","Missing"
"10563",2018,"North Carolina","District 105","State Representative","Scott Stone",16753,0.477089562864873,"male","Democrat","Republican","Missing"
"10564",2018,"North Carolina","District 106","State Representative","Geovani Opry Sherow",4892,0.194489722895877,"male","Democrat","Republican","Missing"
"10565",2018,"North Carolina","District 107","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10566",2018,"North Carolina","District 108","State Representative","John A. Torbett",15654,0.597093488957547,"male","Republican","Republican","Missing"
"10567",2018,"North Carolina","District 109","State Representative","Dana Bumgardner",16407,0.590031287085986,"female","Republican","Republican","Missing"
"10568",2018,"North Carolina","District 11","State Representative","Tyler Brooks",9179,0.27309511766981,"male","Democrat","Republican","Missing"
"10569",2018,"North Carolina","District 110","State Representative","Kelly E. Hastings",16708,0.67844236001137,"female","Republican","Republican","Missing"
"10570",2018,"North Carolina","District 111","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10571",2018,"North Carolina","District 112","State Representative","David Rogers",18155,0.709429096166621,"male","Republican","Republican","Missing"
"10572",2018,"North Carolina","District 113","State Representative","Cody Henson",22407,0.57515786231326,"male","Republican","Republican","Missing"
"10573",2018,"North Carolina","District 114","State Representative","Kris A. Lindstam",7444,0.177297194302863,"female","Democrat","Republican","Missing"
"10574",2018,"North Carolina","District 115","State Representative","Amy Evans",16953,0.417191652721725,"female","Democrat","Republican","Missing"
"10575",2018,"North Carolina","District 116","State Representative","Marilyn A. Brown",16091,0.451208569345522,"female","Democrat","Republican","Missing"
"10576",2018,"North Carolina","District 117","State Representative","Chuck McGrady",20596,0.600554016620499,"male","Republican","Republican","Missing"
"10577",2018,"North Carolina","District 118","State Representative","Michele D. Presnell",19369,0.571778597785978,"female","Republican","Republican","Missing"
"10578",2018,"North Carolina","District 119","State Representative","Mike Clampitt",14270,0.476747293866096,"male","Democrat","Republican","Missing"
"10579",2018,"North Carolina","District 12","State Representative","Chris Humphrey",14494,0.561043585971975,"male","Republican","Republican","Missing"
"10580",2018,"North Carolina","District 120","State Representative","Kevin Corbin",25619,0.734363354927478,"male","Republican","Republican","Missing"
"10581",2018,"North Carolina","District 13","State Representative","Patricia (Pat) McElraft",22755,0.727624468391264,"female","Republican","Republican","Missing"
"10582",2018,"North Carolina","District 14","State Representative","George G. Cleveland",10544,0.588228730822873,"male","Republican","Republican","Missing"
"10583",2018,"North Carolina","District 15","State Representative","Phillip Shepard",9076,0.663838502047981,"male","Republican","Republican","Missing"
"10584",2018,"North Carolina","District 16","State Representative","Carson Smith",18144,0.593445411133643,"male","Republican","Republican","Missing"
"10585",2018,"North Carolina","District 17","State Representative","Frank Iler",28930,0.634819626086193,"male","Republican","Republican","Missing"
"10586",2018,"North Carolina","District 18","State Representative","Louis Harmati",9835,0.344700686947988,"male","Democrat","Republican","Missing"
"10587",2018,"North Carolina","District 19","State Representative","Ted Davis, Jr.",17957,0.493039729826199,"male","Republican","Republican","Missing"
"10588",2018,"North Carolina","District 2","State Representative","Larry Yarborough",16124,0.553138936535163,"male","Republican","Republican","Missing"
"10589",2018,"North Carolina","District 20","State Representative","Holly Grange",18979,0.52659471157848,"female","Republican","Republican","White"
"10590",2018,"North Carolina","District 21","State Representative","Robert E. Freeman",10829,0.473502404897245,"male","Democrat","Republican","Missing"
"10591",2018,"North Carolina","District 22","State Representative","William Brisson",15423,0.566897008012938,"male","Republican","Republican","Missing"
"10592",2018,"North Carolina","District 23","State Representative","Claiborne Holtzman",10266,0.391458531935176,"male","Democrat","Republican","Missing"
"10593",2018,"North Carolina","District 24","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10594",2018,"North Carolina","District 25","State Representative","John M. Check",13873,0.450744037949184,"male","Democrat","Republican","Missing"
"10595",2018,"North Carolina","District 26","State Representative","Donna McDowell White",22751,0.598269696013464,"female","Republican","Republican","Missing"
"10596",2018,"North Carolina","District 27","State Representative","Raymond (Ray) Dyer",7420,0.306763684471639,"male","Democrat","Republican","Missing"
"10597",2018,"North Carolina","District 28","State Representative","Larry C. Strickland",17225,0.631855030996662,"male","Republican","Republican","Missing"
"10598",2018,"North Carolina","District 29","State Representative","Charles Becker",4402,0.118463898382626,"male","Democrat","Republican","Missing"
"10599",2018,"North Carolina","District 3","State Representative","Michael Speciale",14068,0.548995121951219,"male","Republican","Republican","Missing"
"10600",2018,"North Carolina","District 30","State Representative","B. Angelo Burch, Sr.",9862,0.240319711479884,"Unknown","Democrat","Republican","Missing"
"10601",2018,"North Carolina","District 31","State Representative","Torian Webson",6002,0.158808276445997,"male","Democrat","Republican","Missing"
"10602",2018,"North Carolina","District 32","State Representative","Robert Shingler",9909,0.357325736540334,"male","Democrat","Republican","Missing"
"10603",2018,"North Carolina","District 33","State Representative","Anne Murtha",6468,0.212987355110643,"female","Democrat","Republican","Missing"
"10604",2018,"North Carolina","District 34","State Representative","Catherine Whiteford",12903,0.320802565823823,"female","Democrat","Republican","Missing"
"10605",2018,"North Carolina","District 35","State Representative","Chris Malone",20668,0.455372683808139,"male","Democrat","Republican","Missing"
"10606",2018,"North Carolina","District 36","State Representative","Nelson Dollar",20667,0.474852376904166,"male","Democrat","Republican","Missing"
"10607",2018,"North Carolina","District 37","State Representative","John B. Adcock",21859,0.478524518388792,"male","Democrat","Republican","Missing"
"10608",2018,"North Carolina","District 38","State Representative","Ken Bagnal",4532,0.154754994024245,"male","Democrat","Republican","Missing"
"10609",2018,"North Carolina","District 39","State Representative","Rhonda Allen",11441,0.314295917806714,"female","Democrat","Republican","Missing"
"10610",2018,"North Carolina","District 4","State Representative","Jimmy Dixon",13546,0.628672204947324,"male","Republican","Republican","Missing"
"10611",2018,"North Carolina","District 40","State Representative","Marilyn Avila",21256,0.450186377499153,"female","Democrat","Republican","White"
"10612",2018,"North Carolina","District 41","State Representative","Emmanuel Wilder",13262,0.332439275060788,"male","Democrat","Republican","Missing"
"10613",2018,"North Carolina","District 42","State Representative","Ed Williams",3684,0.213862765586904,"male","Democrat","Republican","Missing"
"10614",2018,"North Carolina","District 43","State Representative","John Czajkowski",5646,0.258741579212685,"male","Democrat","Republican","Missing"
"10615",2018,"North Carolina","District 44","State Representative","Linda Devore",10328,0.434387617765814,"female","Democrat","Republican","Missing"
"10616",2018,"North Carolina","District 45","State Representative","John Szoka",17280,0.583586626139818,"male","Republican","Republican","Missing"
"10617",2018,"North Carolina","District 46","State Representative","Brenden H. Jones",12683,0.633706405516139,"male","Republican","Republican","Missing"
"10618",2018,"North Carolina","District 47","State Representative","Jarrod Lowery",8018,0.41088449318438,"male","Democrat","Republican","Missing"
"10619",2018,"North Carolina","District 48","State Representative","Russell Walker",8613,0.371778823326283,"male","Democrat","Republican","Missing"
"10620",2018,"North Carolina","District 49","State Representative","David Robertson",12929,0.311144803022646,"male","Democrat","Republican","Missing"
"10621",2018,"North Carolina","District 5","State Representative","Phillip Smith",10172,0.400819607534085,"male","Democrat","Republican","Missing"
"10622",2018,"North Carolina","District 50","State Representative","Kenneth Price Rothrock",14210,0.378913124633353,"male","Democrat","Republican","Missing"
"10623",2018,"North Carolina","District 51","State Representative","John Sauls",13707,0.52788261572826,"male","Republican","Republican","Missing"
"10624",2018,"North Carolina","District 52","State Representative","Jamie Boles",22438,0.627110117384013,"female","Republican","Republican","Missing"
"10625",2018,"North Carolina","District 53","State Representative","David Lewis",17201,0.629865612069281,"male","Republican","Republican","Missing"
"10626",2018,"North Carolina","District 54","State Representative","Jay Stobbs",17219,0.367275984898577,"male","Democrat","Republican","Missing"
"10627",2018,"North Carolina","District 55","State Representative","Mark Brody",18412,0.652861499184455,"male","Republican","Republican","Missing"
"10628",2018,"North Carolina","District 56","State Representative","Marcus Cooke",4235,0.113005656953784,"male","Democrat","Republican","Missing"
"10629",2018,"North Carolina","District 57","State Representative","Troy Lawson",10773,0.324331647398844,"male","Democrat","Republican","Missing"
"10630",2018,"North Carolina","District 58","State Representative","Peter Boykin",6467,0.232191584087319,"male","Democrat","Republican","Missing"
"10631",2018,"North Carolina","District 59","State Representative","Jon Hardister",22119,0.566529211382322,"male","Republican","Republican","Missing"
"10632",2018,"North Carolina","District 6","State Representative","Bobby Hanig",18573,0.550311111111111,"male","Republican","Republican","Missing"
"10633",2018,"North Carolina","District 60","State Representative","Kurt Collins",7947,0.309643483343074,"male","Democrat","Republican","Missing"
"10634",2018,"North Carolina","District 61","State Representative","Alissa Batts",9275,0.266952567349758,"female","Democrat","Republican","Missing"
"10635",2018,"North Carolina","District 62","State Representative","John Faircloth",22568,0.57292274885126,"male","Republican","Republican","Missing"
"10636",2018,"North Carolina","District 63","State Representative","Stephen Ross",15311,0.504913599788946,"male","Republican","Republican","Missing"
"10637",2018,"North Carolina","District 64","State Representative","Dennis Riddell",14942,0.578295533710039,"male","Republican","Republican","Missing"
"10638",2018,"North Carolina","District 65","State Representative","Jerry Carter",16464,0.573838485936356,"male","Republican","Republican","Missing"
"10639",2018,"North Carolina","District 66","State Representative","Joey Davis",12432,0.468689915174364,"male","Democrat","Republican","Missing"
"10640",2018,"North Carolina","District 67","State Representative","Wayne Sasser",24040,0.724183636582721,"male","Republican","Republican","Missing"
"10641",2018,"North Carolina","District 68","State Representative","Craig Horn",21138,0.584778819819072,"male","Republican","Republican","Missing"
"10642",2018,"North Carolina","District 69","State Representative","Dean Arp",18029,0.602654098141463,"male","Republican","Republican","Missing"
"10643",2018,"North Carolina","District 7","State Representative","Lisa Stone Barnes",18352,0.580006953004014,"female","Republican","Republican","Missing"
"10644",2018,"North Carolina","District 70","State Representative","Pat B. Hurley",18673,0.769290981749269,"female","Republican","Republican","Missing"
"10645",2018,"North Carolina","District 71","State Representative","Scott Arnold",6861,0.273368395888119,"male","Democrat","Republican","Missing"
"10646",2018,"North Carolina","District 72","State Representative","Reginald Reid",5093,0.208857904449457,"male","Democrat","Republican","Missing"
"10647",2018,"North Carolina","District 73","State Representative","Lee Zachary",19763,0.640969091557747,"male","Republican","Republican","Missing"
"10648",2018,"North Carolina","District 74","State Representative","Debra Conrad",19423,0.545054019924232,"female","Republican","Republican","White"
"10649",2018,"North Carolina","District 75","State Representative","Donny C. Lambeth",17651,0.530857142857143,"male","Republican","Republican","Missing"
"10650",2018,"North Carolina","District 76","State Representative","Harry Warren",16718,0.612470691676436,"male","Republican","Republican","Missing"
"10651",2018,"North Carolina","District 77","State Representative","Julia Craven Howard",23654,0.733730380296544,"female","Republican","Republican","Missing"
"10652",2018,"North Carolina","District 78","State Representative","Allen Ray McNeill",20805,0.7881278884764,"male","Republican","Republican","Missing"
"10653",2018,"North Carolina","District 79","State Representative","Keith Kidwell",17247,0.605859416166087,"male","Republican","Republican","Missing"
"10654",2018,"North Carolina","District 8","State Representative","Brenda Letchworth Smith",8515,0.353539547436164,"female","Democrat","Republican","Missing"
"10655",2018,"North Carolina","District 80","State Representative","Steve Jarvis",21283,0.750829041134552,"male","Republican","Republican","Missing"
"10656",2018,"North Carolina","District 81","State Representative","Larry W. Potts",20276,0.718446601941748,"male","Republican","Republican","Missing"
"10657",2018,"North Carolina","District 82","State Representative","Linda P. Johnson",18969,0.527502780867631,"female","Republican","Republican","Missing"
"10658",2018,"North Carolina","District 83","State Representative","Larry G. Pittman",14798,0.527783722091447,"male","Republican","Republican","Missing"
"10659",2018,"North Carolina","District 84","State Representative","Rena W. Turner",20483,0.688990547949813,"female","Republican","Republican","Missing"
"10660",2018,"North Carolina","District 85","State Representative","Josh Dobson",20408,0.749467499081895,"male","Republican","Republican","Missing"
"10661",2018,"North Carolina","District 86","State Representative","Hugh Blackwell",16412,0.644846960826687,"male","Republican","Republican","Missing"
"10662",2018,"North Carolina","District 87","State Representative","Destin Hall",19031,0.728598774885145,"male","Republican","Republican","Missing"
"10663",2018,"North Carolina","District 88","State Representative","Ty Turner",7268,0.24365550303396,"male","Democrat","Republican","Missing"
"10664",2018,"North Carolina","District 89","State Representative","Mitchell Smith Setzer",18959,0.722522865853659,"male","Republican","Republican","Missing"
"10665",2018,"North Carolina","District 9","State Representative","Greg Murphy",17234,0.599568605622043,"male","Republican","Republican","Missing"
"10666",2018,"North Carolina","District 90","State Representative","Sarah Stevens",18373,0.683544774731203,"female","Republican","Republican","White"
"10667",2018,"North Carolina","District 91","State Representative","Kyle Hall",21232,0.73241574390286,"male","Republican","Republican","Missing"
"10668",2018,"North Carolina","District 92","State Representative","Debbie Ware",8580,0.299758935122105,"female","Democrat","Republican","Missing"
"10669",2018,"North Carolina","District 93","State Representative","Jonathan C. Jordan",17196,0.477892338048523,"male","Democrat","Republican","Missing"
"10670",2018,"North Carolina","District 94","State Representative","Jeffrey Elmore",21277,0.726797608881298,"male","Republican","Republican","Missing"
"10671",2018,"North Carolina","District 95","State Representative","John A. Fraley",22593,0.640699883730823,"male","Republican","Republican","Missing"
"10672",2018,"North Carolina","District 96","State Representative","Jay Adams",16285,0.607377293749068,"male","Republican","Republican","Missing"
"10673",2018,"North Carolina","District 97","State Representative","Jason R. Saine",22122,0.705106138841079,"male","Republican","Republican","Missing"
"10674",2018,"North Carolina","District 98","State Representative","John R. Bradford III",19618,0.494766840684976,"male","Democrat","Republican","Missing"
"10675",2018,"North Carolina","District 99","State Representative","Joshua Niday",4696,0.176468377738529,"male","Democrat","Republican","Missing"
"10676",2018,"North Dakota","District 1","State Representative","David Richter",3632,0.756666666666667,"male","Republican","Republican","Missing"
"10677",2018,"North Dakota","District 1","State Representative","Patrick Hatlestad",3639,0.751704193348482,"male","Republican","Republican","Missing"
"10678",2018,"North Dakota","District 1","State Senator","Brad Bekkedahl",4390,0.792132804041862,"male","Republican","Republican","Missing"
"10679",2018,"North Dakota","District 11","State Representative","Bridget Ertelt",2133,0.380349500713267,"female","Other","Republican","Missing"
"10680",2018,"North Dakota","District 11","State Representative","Kathy Jorgenson",2633,0.456009698649117,"female","Other","Republican","Missing"
"10681",2018,"North Dakota","District 11","State Senator","Todd McMichael",2505,0.377543330821402,"male","Other","Republican","Missing"
"10682",2018,"North Dakota","District 13","State Representative","Austen Schauer",3978,0.610029136635485,"male","Republican","Republican","Missing"
"10683",2018,"North Dakota","District 13","State Representative","Kim Koppelman",3569,0.604915254237288,"female","Republican","Republican","Missing"
"10684",2018,"North Dakota","District 13","State Senator","Judy Lee",4151,0.585472496473907,"female","Republican","Republican","White"
"10685",2018,"North Dakota","District 15","State Representative","Dennis Johnson",3836,0.617017854270548,"male","Republican","Republican","Missing"
"10686",2018,"North Dakota","District 15","State Representative","Greg Westlind",3203,1,"male","Republican","Republican","Missing"
"10687",2018,"North Dakota","District 15","State Senator","Dave Oehlke",4113,0.677818061964403,"male","Republican","Republican","Missing"
"10688",2018,"North Dakota","District 17","State Representative","Mark S Owens",4101,0.551803013993541,"male","Republican","Republican","Missing"
"10689",2018,"North Dakota","District 17","State Representative","Mark Sanford",5083,0.587154903546263,"male","Republican","Republican","Missing"
"10690",2018,"North Dakota","District 17","State Senator","Ray Holmberg",5176,0.590867579908676,"male","Republican","Republican","Missing"
"10691",2018,"North Dakota","District 19","State Representative","Gary Paur",3158,0.633500501504514,"male","Republican","Republican","Missing"
"10692",2018,"North Dakota","District 19","State Representative","Wayne Trottier",3611,1,"male","Republican","Republican","Missing"
"10693",2018,"North Dakota","District 19","State Senator","Robert Fors",3732,0.681892928923808,"male","Republican","Republican","Missing"
"10694",2018,"North Dakota","District 21","State Representative","Madison Rodgers",1650,0.363676438175006,"female","Other","Republican","Missing"
"10695",2018,"North Dakota","District 21","State Representative","William H Kloubec",1498,0.312083333333333,"male","Other","Republican","Missing"
"10696",2018,"North Dakota","District 21","State Senator","Sierra Heitkamp",1835,0.345119428249013,"female","Other","Republican","Missing"
"10697",2018,"North Dakota","District 23","State Representative","Bill Devlin",3233,0.57190872103308,"male","Republican","Republican","Missing"
"10698",2018,"North Dakota","District 23","State Representative","Don Vigesaa",3421,0.613742375313958,"male","Republican","Republican","Missing"
"10699",2018,"North Dakota","District 23","State Senator","Judy Estenson",2842,0.455229857440333,"female","Other","Republican","Missing"
"10700",2018,"North Dakota","District 25","State Representative","Cindy Beck",3912,0.542278902134738,"female","Republican","Republican","Missing"
"10701",2018,"North Dakota","District 25","State Representative","Rebecca Forness",2538,0.65956340956341,"female","Republican","Republican","Missing"
"10702",2018,"North Dakota","District 25","State Senator","Larry E Luick",3154,0.501670112931446,"male","Republican","Republican","Missing"
"10703",2018,"North Dakota","District 27","State Representative","Randy G Boehning",3741,0.522048562656991,"male","Republican","Republican","Missing"
"10704",2018,"North Dakota","District 27","State Representative","Thomas Beadle",4150,0.513613861386139,"male","Republican","Republican","Missing"
"10705",2018,"North Dakota","District 27","State Senator","Kristin Roers",5047,0.557002538351175,"female","Republican","Republican","White"
"10706",2018,"North Dakota","District 29","State Representative","Chet Pollert",4199,0.664503877195759,"male","Republican","Republican","Missing"
"10707",2018,"North Dakota","District 29","State Representative","Craig Headland",3826,0.64781578056214,"male","Republican","Republican","Missing"
"10708",2018,"North Dakota","District 29","State Senator","Terry M Wanzek",4712,0.707082833133253,"male","Republican","Republican","Missing"
"10709",2018,"North Dakota","District 3","State Representative","Bob Paulson",3189,0.662993762993763,"male","Republican","Republican","Missing"
"10710",2018,"North Dakota","District 3","State Representative","Jeff Hoverson",3428,0.654573228947871,"male","Republican","Republican","Missing"
"10711",2018,"North Dakota","District 3","State Senator","Oley Larsen",3081,0.702142206016408,"male","Republican","Republican","Missing"
"10712",2018,"North Dakota","District 3","State Senator","No candidate",0,0,"N/A","Other","Republican","Missing"
"10713",2018,"North Dakota","District 31","State Representative","Jim Schmidt",4547,1,"male","Republican","Republican","Missing"
"10714",2018,"North Dakota","District 31","State Representative","Karen Rohr",4578,1,"female","Republican","Republican","White"
"10715",2018,"North Dakota","District 31","State Senator","Donald Schaible",4682,0.651001112347052,"male","Republican","Republican","Missing"
"10716",2018,"North Dakota","District 33","State Representative","Bill Tveit",4636,1,"male","Republican","Republican","Missing"
"10717",2018,"North Dakota","District 33","State Representative","Gary Kreidt",5475,1,"male","Republican","Republican","Missing"
"10718",2018,"North Dakota","District 33","State Senator","Jessica Unruh",6314,1,"female","Republican","Republican","White"
"10719",2018,"North Dakota","District 35","State Representative","Bob Martinson",3813,0.587428747496534,"male","Republican","Republican","Missing"
"10720",2018,"North Dakota","District 35","State Representative","Karen Karls",3742,0.566883805484018,"female","Republican","Republican","White"
"10721",2018,"North Dakota","District 35","State Senator","Gary Emineth",3343,0.455760054533061,"male","Other","Republican","Missing"
"10722",2018,"North Dakota","District 37","State Representative","Mike Lefor",4773,0.789447568640423,"male","Republican","Republican","Missing"
"10723",2018,"North Dakota","District 37","State Representative","Vicky Steiner",4573,0.803831956407101,"female","Republican","Republican","White"
"10724",2018,"North Dakota","District 37","State Senator","Rich Wardner",5212,0.814629571741169,"male","Republican","Republican","Missing"
"10725",2018,"North Dakota","District 39","State Representative","Denton Zubke",6002,1,"male","Republican","Republican","Missing"
"10726",2018,"North Dakota","District 39","State Representative","Keith Kempenich",6633,1,"male","Republican","Republican","Missing"
"10727",2018,"North Dakota","District 39","State Senator","Dale Patten",7989,1,"male","Republican","Republican","Missing"
"10728",2018,"North Dakota","District 41","State Representative","Al Carlson",2701,0.492613532737552,"male","Other","Republican","Missing"
"10729",2018,"North Dakota","District 41","State Representative","Michelle Strinden",3363,0.499628584162829,"female","Other","Republican","White"
"10730",2018,"North Dakota","District 41","State Senator","Kyle Davison",3607,0.51594907738521,"male","Republican","Republican","Missing"
"10731",2018,"North Dakota","District 43","State Representative","Ben Olson",2219,0.461426491994178,"male","Other","Republican","Missing"
"10732",2018,"North Dakota","District 43","State Representative","Richard S Becker",2113,0.48385619418365,"male","Other","Republican","Missing"
"10733",2018,"North Dakota","District 43","State Senator","Lonnie Laffen",2420,0.47339593114241,"male","Other","Republican","Missing"
"10734",2018,"North Dakota","District 45","State Representative","Mary Johnson",3224,0.617387973956339,"female","Republican","Republican","White"
"10735",2018,"North Dakota","District 45","State Representative","Tom Kading",2964,0.580834803057025,"male","Republican","Republican","Missing"
