"","X","state","district","office","candidate_other","candidate_republican","candidate_democrat","total_votes_other","total_votes_republican","total_votes_democrat","vote_share_dem","vote_share_rep","vote_share_other","winner_party","gender_democrat","gender_republican","winner_gender","year"
"5518",5518,"Utah","District 2","State Representative","No candidate","Jefferson R. Moss","Tyler Allred",0,11952,2881,0.194229083799636,0.805770916200364,0,"Republican","male","male","male",2018
"5519",5519,"Utah","District 2","State Senator","No candidate","Chase Winder","Derek Lloyd Kitchen",0,10030,32930,0.766527001862197,0.233472998137803,0,"Democrat","male","male","male",2018
"5520",5520,"Utah","District 20","State Representative","No candidate","Melissa Garff Ballard","Ryan L Jones",0,10111,5379,0.347256294383473,0.652743705616527,0,"Republican","male","female","female",2018
"5521",5521,"Utah","District 21","State Representative","No candidate","Douglas Sagers","Debbie K. Vigil",0,7809,4397,0.360232672456169,0.639767327543831,0,"Republican","female","male","male",2018
"5522",5522,"Utah","District 21","State Senator","No candidate","Jerry W. Stevenson","Jake Penrod",0,23889,9435,0.283129276197335,0.716870723802665,0,"Republican","male","male","male",2018
"5523",5523,"Utah","District 22","State Representative","Marilee Roose","Barbara M. Stallone","Susan D Duckworth",393,3712,5485,0.571949947862357,0.387069864442127,0.0409801876955162,"Democrat","female","female","female",2018
"5524",5524,"Utah","District 22","State Representative","Amber Christiansen Beltran","No candidate","No candidate",749,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5525",5525,"Utah","District 22","State Senator","No candidate","Stuart Adams","No candidate",0,32765,0,0,1,0,"Republican","N/A","male","male",2018
"5526",5526,"Utah","District 23","State Representative","No candidate","Arnold M Jones","Sandra Hollins",0,1982,6058,0.753482587064677,0.246517412935323,0,"Democrat","female","male","female",2018
"5527",5527,"Utah","District 24","State Representative","No candidate","Scott Rosenbush","Jen Dailey-Provost",0,4150,14125,0.772913816689466,0.227086183310534,0,"Democrat","female","male","female",2018
"5528",5528,"Utah","District 25","State Representative","Cabot W. Nelson","No candidate","Joel K. Briscoe",1458,0,14976,0.911281489594743,0,0.0887185104052574,"Democrat","male","N/A","male",2018
"5529",5529,"Utah","District 26","State Representative","Jonathan Greene","Man Hung","Angela Romero",502,1795,7098,0.755508249068654,0.191059073975519,0.0534326769558276,"Democrat","female","male","female",2018
"5530",5530,"Utah","District 26","State Senator","Cathy Callow-Heusser","Ronald Winterton","Eileen Gallagher",943,24727,13758,0.348939839707822,0.62714314700213,0.0239170132900477,"Republican","female","male","male",2018
"5531",5531,"Utah","District 27","State Representative","Curt Crosby","Brady Brammer","Elisabeth Luntz",344,12050,3050,0.197487697487697,0.78023828023828,0.0222740222740223,"Republican","female","male","male",2018
"5532",5532,"Utah","District 27","State Representative","Joseph Geddes Buchman","No candidate","No candidate",497,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5533",5533,"Utah","District 28","State Representative","No candidate","No candidate","Brian S. King",0,0,16494,1,0,0,"Democrat","male","N/A","male",2018
"5534",5534,"Utah","District 28","State Senator","No candidate","Evan J Vickers","Mark Chambers",0,28236,7442,0.208587925332137,0.791412074667863,0,"Republican","male","male","male",2018
"5535",5535,"Utah","District 29","State Representative","No candidate","Lee B. Perry","Kerry M Wayne",0,11992,3075,0.20408840512378,0.79591159487622,0,"Republican","female","male","male",2018
"5536",5536,"Utah","District 3","State Representative","No candidate","Val K. Potter","Marilyn Mecham",0,10617,3273,0.235637149028078,0.764362850971922,0,"Republican","female","male","male",2018
"5537",5537,"Utah","District 3","State Senator","No candidate","Jeremy D. Egan","Gene Davis",0,9566,22362,0.700388373841143,0.299611626158857,0,"Democrat","male","male","male",2018
"5538",5538,"Utah","District 30","State Representative","No candidate","Mike Winder","Robert Burch, Jr.",0,5860,4492,0.433925811437403,0.566074188562597,0,"Republican","male","male","male",2018
"5539",5539,"Utah","District 31","State Representative","Brian L. Fabbi","Fred Johnson","Elizabeth Weight",244,2856,4976,0.616146607231303,0.353640416047548,0.0302129767211491,"Democrat","female","male","female",2018
"5540",5540,"Utah","District 32","State Representative","Bjorn N. Jones","Brad Bonham","Suzanne Harrison",268,7091,9465,0.562589158345221,0.421481217308607,0.0159296243461721,"Democrat","female","male","female",2018
"5541",5541,"Utah","District 33","State Representative","No candidate","Craig Hall","Ira D. Hatch",0,4250,3786,0.471129915380786,0.528870084619214,0,"Republican","male","male","male",2018
"5542",5542,"Utah","District 34","State Representative","No candidate","David Young","Karen Kwan",0,4702,7042,0.599625340599455,0.400374659400545,0,"Democrat","female","male","female",2018
"5543",5543,"Utah","District 35","State Representative","Chelsea Travis","Robert Edgel","Mark A. Wheatley",967,2935,6797,0.635293018039069,0.274324703243294,0.0903822787176372,"Democrat","male","male","male",2018
"5544",5544,"Utah","District 36","State Representative","No candidate","Todd E. Zenger","Patrice Arent",0,7903,13417,0.629315196998124,0.370684803001876,0,"Democrat","female","male","female",2018
"5545",5545,"Utah","District 37","State Representative","No candidate","David N. Sundwall","Carol Spackman Moss",0,6786,11467,0.628225497178546,0.371774502821454,0,"Democrat","female","male","female",2018
"5546",5546,"Utah","District 38","State Representative","No candidate","Eric Hutchings","Edgar Harwood",0,4364,4246,0.4931475029036,0.5068524970964,0,"Republican","male","male","male",2018
"5547",5547,"Utah","District 39","State Representative","No candidate","Jim Dunnigan","Stephen Peck",0,6839,5301,0.43665568369028,0.56334431630972,0,"Republican","male","male","male",2018
"5548",5548,"Utah","District 4","State Representative","No candidate","Dan N. Johnson","Josh Brundage",0,6086,3916,0.391521695660868,0.608478304339132,0,"Republican","male","male","male",2018
"5549",5549,"Utah","District 4","State Senator","No candidate","Alan Monsen","Jani Iwamoto",0,17000,34651,0.670867940601344,0.329132059398656,0,"Democrat","female","male","female",2018
"5550",5550,"Utah","District 40","State Representative","David Else","Peter L. Kraus","Stephanie Pitcher",711,4280,11189,0.691532756489493,0.264524103831891,0.0439431396786156,"Democrat","female","male","female",2018
"5551",5551,"Utah","District 41","State Representative","Steve Walston","Mark A. Strong","Wendy Garvin",1607,11756,4535,0.253380265951503,0.65683316571684,0.0897865683316572,"Republican","female","male","male",2018
"5552",5552,"Utah","District 42","State Representative","Amy L Martz","Kim Coleman","No candidate",4803,9723,0,0,0.66935150764147,0.33064849235853,"Republican","N/A","female","female",2018
"5553",5553,"Utah","District 43","State Representative","Shawn Curtis","Cheryl K. Acton","Diane Lewis",853,5687,5290,0.447168216398986,0.48072696534235,0.0721048182586644,"Republican","female","female","female",2018
"5554",5554,"Utah","District 44","State Representative","No candidate","Bruce R. Cutler","Andrew Stoddard",0,6768,8284,0.550358756311454,0.449641243688546,0,"Democrat","male","male","male",2018
"5555",5555,"Utah","District 45","State Representative","No candidate","Steve Eliason","No candidate",0,10276,0,0,1,0,"Republican","N/A","male","male",2018
"5556",5556,"Utah","District 46","State Representative","Lee Anne Walker","Greg Johnson","Marie H. Poulson",930,6246,11466,0.615062761506276,0.335049887351143,0.0498873511425813,"Democrat","female","male","female",2018
"5557",5557,"Utah","District 47","State Representative","No candidate","Ken Ivory","Scott Bell",0,6673,5774,0.463886880372781,0.536113119627219,0,"Republican","male","male","male",2018
"5558",5558,"Utah","District 48","State Representative","Aaron Heineman","Keven J. Stratton","No candidate",1612,10736,0,0,0.869452542921931,0.130547457078069,"Republican","N/A","male","male",2018
"5559",5559,"Utah","District 49","State Representative","Mark Russell","Robert Spendlove","Anthony Sudweeks",1112,9107,8554,0.455654397272679,0.485111596441698,0.059234006285623,"Republican","male","male","male",2018
"5560",5560,"Utah","District 5","State Representative","No candidate","Casey Snider","Karina Andelin Brown",0,10597,3406,0.243233592801543,0.756766407198457,0,"Republican","female","male","male",2018
"5561",5561,"Utah","District 5","State Senator","No candidate","Kimdyl Allen","Karen Mayne",0,7814,17129,0.686725734675059,0.313274265324941,0,"Democrat","female","Unknown","female",2018
"5562",5562,"Utah","District 50","State Representative","No candidate","Susan Pulsipher","Megan Wiesen",0,14312,6264,0.30443234836703,0.69556765163297,0,"Republican","female","female","female",2018
"5563",5563,"Utah","District 51","State Representative","Michele Weeks","Jeff Stenquist","No candidate",5577,8706,0,0,0.609535811804243,0.390464188195757,"Republican","N/A","male","male",2018
"5564",5564,"Utah","District 52","State Representative","No candidate","John Knotwell","Dan McClellan",0,12640,6370,0.335086796422935,0.664913203577065,0,"Republican","male","male","male",2018
"5565",5565,"Utah","District 53","State Representative","No candidate","Logan Wilde","Christopher Neville",0,11993,6474,0.350571289326907,0.649428710673092,0,"Republican","male","male","male",2018
"5566",5566,"Utah","District 54","State Representative","No candidate","Tim Quinn","Meaghan Miller",0,9836,9674,0.49584828293183,0.50415171706817,0,"Republican","female","male","male",2018
"5567",5567,"Utah","District 55","State Representative","No candidate","Scott H. Chew","Christina Higgins",0,10466,1247,0.106462904465124,0.893537095534876,0,"Republican","female","male","male",2018
"5568",5568,"Utah","District 56","State Representative","No candidate","Kay J.  Christofferson","No candidate",0,11815,0,0,1,0,"Republican","N/A","female","female",2018
"5569",5569,"Utah","District 57","State Representative","Hillary Stirling","Jon Hawkins","No candidate",2898,9256,0,0,0.761559980253415,0.238440019746585,"Republican","N/A","male","male",2018
"5570",5570,"Utah","District 58","State Representative","Russell G. Hatch","Derrin R. Owens","Lynn Zaritsky",990,9011,1469,0.128073234524847,0.78561464690497,0.0863121185701831,"Republican","female","male","male",2018
"5571",5571,"Utah","District 59","State Representative","Gregory Hmura","Val L. Peterson","No candidate",2026,9812,0,0,0.828856225713803,0.171143774286197,"Republican","N/A","male","male",2018
"5572",5572,"Utah","District 6","State Representative","No candidate","Cory Maloy","No candidate",0,12338,0,0,1,0,"Republican","N/A","male","male",2018
"5573",5573,"Utah","District 60","State Representative","No candidate","Brad Daw","Alan F. Keele",0,8445,3302,0.281093045032774,0.718906954967226,0,"Republican","male","male","male",2018
"5574",5574,"Utah","District 61","State Representative","Matt Styles","Marsha Judkins","No candidate",859,7407,0,0,0.896080329058795,0.103919670941205,"Republican","N/A","female","female",2018
"5575",5575,"Utah","District 61","State Representative","Eric Chase","No candidate","No candidate",1405,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5576",5576,"Utah","District 62","State Representative","No candidate","Travis M. Seegmiller","No candidate",0,13912,0,0,1,0,"Republican","N/A","male","male",2018
"5577",5577,"Utah","District 63","State Representative","No candidate","Adam Robertson","No candidate",0,3840,0,0,1,0,"Republican","N/A","male","male",2018
"5578",5578,"Utah","District 64","State Representative","Hal Miller","Norm Thurston","Daniel Craig Friend",1219,4849,2662,0.304925544100802,0.555441008018328,0.139633447880871,"Republican","male","male","male",2018
"5579",5579,"Utah","District 65","State Representative","No candidate","Francis D. Gibson","Sue A. Womack",0,10650,3289,0.235956668340627,0.764043331659373,0,"Republican","female","male","male",2018
"5580",5580,"Utah","District 66","State Representative","No candidate","Mike McKell","Paul Jones Dayton",0,10593,2109,0.166036844591403,0.833963155408597,0,"Republican","male","male","male",2018
"5581",5581,"Utah","District 67","State Representative","No candidate","Marc Roberts","No candidate",0,11217,0,0,1,0,"Republican","N/A","male","male",2018
"5582",5582,"Utah","District 68","State Representative","Kirk D Pearson","Merrill Nelson","Merle Travis Wall",960,10509,2367,0.171075455333912,0.759540329575022,0.0693842150910668,"Republican","male","male","male",2018
"5583",5583,"Utah","District 68","State Representative","Warren Rogers","No candidate","No candidate",292,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5584",5584,"Utah","District 68","State Representative","Denyse Housley Cox","No candidate","No candidate",596,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5585",5585,"Utah","District 69","State Representative","No candidate","Christine F. Watkins","Tim Glenn",0,8589,3320,0.278780754051558,0.721219245948442,0,"Republican","male","female","female",2018
"5586",5586,"Utah","District 7","State Representative","No candidate","Kyle R. Andersen","David Owen",0,9301,4793,0.340073790265361,0.659926209734639,0,"Republican","male","male","male",2018
"5587",5587,"Utah","District 70","State Representative","No candidate","Carl R. Albrecht","Robert Greenberg",0,10634,2753,0.205647269739299,0.794352730260701,0,"Republican","male","male","male",2018
"5588",5588,"Utah","District 71","State Representative","No candidate","Brad Last","Chuck Goode",0,12468,3388,0.213673057517659,0.786326942482341,0,"Republican","male","male","male",2018
"5589",5589,"Utah","District 72","State Representative","Barry Evan Short","Rex P Shipp","Zeno B. Parry",1001,8887,2002,0.168376787216148,0.747434819175778,0.084188393608074,"Republican","male","male","male",2018
"5590",5590,"Utah","District 73","State Representative","Marsha M Holland","Phil Lyman","No candidate",4528,9388,0,0,0.674619143432021,0.325380856567979,"Republican","N/A","male","male",2018
"5591",5591,"Utah","District 74","State Representative","Daniel Holloway","V. Lowry Snow","No candidate",4082,13108,0,0,0.762536358347877,0.237463641652123,"Republican","N/A","Unknown","Unknown",2018
"5592",5592,"Utah","District 75","State Representative","Keith R. Kelsch","Walt Brooks","No candidate",1353,9575,0,0,0.876189604685212,0.123810395314788,"Republican","N/A","male","male",2018
"5593",5593,"Utah","District 75","State Representative","Michael A Gardner","No candidate","No candidate",1341,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5594",5594,"Utah","District 8","State Representative","No candidate","Steve Waldrip","Deana Froerer",0,6795,6581,0.492000598086124,0.507999401913876,0,"Republican","female","male","male",2018
"5595",5595,"Utah","District 8 (2 year term)","State Senator","John Jackson","Brian Zehnder","Kathleen Riebe",1053,17328,23221,0.558170280274987,0.416518436613624,0.0253112831113889,"Democrat","female","male","female",2018
"5596",5596,"Utah","District 9","State Representative","No candidate","Calvin R. Musselman","Kathie J. Darby",0,5130,4555,0.470314919979349,0.529685080020651,0,"Republican","female","male","male",2018
"5597",5597,"Utah","District 9","State Senator","Alexander Castagno","Kirk A. Cullimore Jr.","No candidate",12639,24410,0,0,0.658857189127912,0.341142810872088,"Republican","N/A","male","male",2018
"5598",5598,"Vermont","Addison-1","State Representative","Amy Sheldon","No candidate","Robin Scheu",2676,0,2592,0.492027334851936,0,0.507972665148064,"Other","female","N/A","Other candidate",2018
"5599",5599,"Vermont","Addison-1","State Senator","Marie Audet","Peter Briggs","Christopher Bray",913,526,1974,0.578376794608848,0.154116612950483,0.267506592440668,"Democrat","male","male","male",2018
"5600",5600,"Vermont","Addison-1","State Senator","Paul Ralston","No candidate","Ruth Hardy",495,0,2252,0.819803421914816,0,0.180196578085184,"Democrat","female","N/A","female",2018
"5601",5601,"Vermont","Addison-1","State Senator","Archie Flower","No candidate","No candidate",74,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5602",5602,"Vermont","Addison-2","State Representative","No candidate","No candidate","Peter Conlon",0,0,1740,1,0,0,"Democrat","male","N/A","male",2018
"5603",5603,"Vermont","Addison-2","State Senator","Marie Audet","Peter Briggs","Christopher Bray",656,573,982,0.444142921754862,0.259158751696065,0.296698326549073,"Democrat","male","male","male",2018
"5604",5604,"Vermont","Addison-2","State Senator","Paul Ralston","No candidate","Ruth Hardy",329,0,1022,0.756476683937824,0,0.243523316062176,"Democrat","female","N/A","female",2018
"5605",5605,"Vermont","Addison-2","State Senator","Archie Flower","No candidate","No candidate",57,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5606",5606,"Vermont","Addison-3","State Representative","No candidate","Warren Van Wyck","Diane Lanpher",0,1763,2122,0.546203346203346,0.453796653796654,0,"Democrat","female","male","female",2018
"5607",5607,"Vermont","Addison-3","State Representative","No candidate","No candidate","Matt Birong",0,0,2201,1,0,0,"Democrat","male","N/A","male",2018
"5608",5608,"Vermont","Addison-3","State Senator","Marie Audet","Peter Briggs","Christopher Bray",1065,1514,1635,0.387992406264832,0.359278595158994,0.252728998576175,"Democrat","male","male","male",2018
"5609",5609,"Vermont","Addison-3","State Senator","Paul Ralston","No candidate","Ruth Hardy",492,0,1614,0.766381766381766,0,0.233618233618234,"Democrat","female","N/A","female",2018
"5610",5610,"Vermont","Addison-3","State Senator","Archie Flower","No candidate","No candidate",154,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5611",5611,"Vermont","Addison-4","State Representative","Mari Cordes","Fred K. Baser","Caleb Elder",2077,2018,2278,0.357445473089597,0.316648360269889,0.325906166640515,"Democrat","male","male","male",2018
"5612",5612,"Vermont","Addison-4","State Representative","No candidate","Valerie Mullin","No candidate",0,1466,0,0,1,0,"Republican","N/A","female","female",2018
"5613",5613,"Vermont","Addison-4","State Senator","Marie Audet","Peter Briggs","Christopher Bray",925,1341,2237,0.496779924494781,0.29780146568954,0.205418609815678,"Democrat","male","male","male",2018
"5614",5614,"Vermont","Addison-4","State Senator","Paul Ralston","No candidate","Ruth Hardy",873,0,2098,0.706159542241669,0,0.293840457758331,"Democrat","female","N/A","female",2018
"5615",5615,"Vermont","Addison-4","State Senator","Archie Flower","No candidate","No candidate",194,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5616",5616,"Vermont","Addison-5","State Representative","No candidate","Harvey T. Smith","No candidate",0,1505,0,0,1,0,"Republican","N/A","male","male",2018
"5617",5617,"Vermont","Addison-5","State Senator","Marie Audet","Peter Briggs","Christopher Bray",813,597,932,0.397950469684031,0.254910333048676,0.347139197267293,"Democrat","male","male","male",2018
"5618",5618,"Vermont","Addison-5","State Senator","Paul Ralston","No candidate","Ruth Hardy",459,0,827,0.643079315707621,0,0.356920684292379,"Democrat","female","N/A","female",2018
"5619",5619,"Vermont","Addison-5","State Senator","Archie Flower","No candidate","No candidate",59,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5620",5620,"Vermont","Addison-Rutland","State Representative","Terry Norris","No candidate","Barbara Wilson",1009,0,735,0.42144495412844,0,0.57855504587156,"Other","female","N/A","Other candidate",2018
"5621",5621,"Vermont","Addison-Rutland","State Senator","Cheryl Hooker","Brian Bc"" Collamore""","Christopher Bray",161,189,415,0.542483660130719,0.247058823529412,0.210457516339869,"Democrat","male","male","male",2018
"5622",5622,"Vermont","Addison-Rutland","State Senator","Greg Cox","Edward Larson","Ruth Hardy",144,188,449,0.574903969270166,0.240717029449424,0.18437900128041,"Democrat","female","male","female",2018
"5623",5623,"Vermont","Addison-Rutland","State Senator","Scott Garren","James L. McNeil","No candidate",115,191,0,0,0.624183006535948,0.375816993464052,"Republican","N/A","male","male",2018
"5624",5624,"Vermont","Addison-Rutland","State Senator","Marie Audet","Peter Briggs","No candidate",633,466,0,0,0.424021838034577,0.575978161965423,"Other","N/A","male","Other candidate",2018
"5625",5625,"Vermont","Addison-Rutland","State Senator","Paul Ralston","No candidate","No candidate",312,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5626",5626,"Vermont","Addison-Rutland","State Senator","Archie Flower","No candidate","No candidate",28,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5627",5627,"Vermont","Bennington-1","State Representative","Frederick Miller","Jim O'Connor","Nelson Brownell",364,394,681,0.47324530924253,0.273801250868659,0.252953439888812,"Democrat","male","male","male",2018
"5628",5628,"Vermont","Bennington-1","State Senator","Jeff Kaufer","No candidate","Brian Campion",309,0,757,0.710131332082552,0,0.289868667917448,"Democrat","male","N/A","male",2018
"5629",5629,"Vermont","Bennington-1","State Senator","No candidate","No candidate","Dick Sears",0,0,954,1,0,0,"Democrat","male","N/A","male",2018
"5630",5630,"Vermont","Bennington-2-1","State Representative","Michael Stern","Kevin Hoyt","Chris Bates",400,703,1328,0.546277252159605,0.289181406828466,0.164541341011929,"Democrat","male","male","male",2018
"5631",5631,"Vermont","Bennington-2-1","State Representative","No candidate","No candidate","Timothy R. Corcoran II",0,0,1733,1,0,0,"Democrat","male","N/A","male",2018
"5632",5632,"Vermont","Bennington-2-1","State Senator","Jeff Kaufer","No candidate","Brian Campion",404,0,1811,0.817607223476298,0,0.182392776523702,"Democrat","male","N/A","male",2018
"5633",5633,"Vermont","Bennington-2-1","State Senator","No candidate","No candidate","Dick Sears",0,0,1833,1,0,0,"Democrat","male","N/A","male",2018
"5634",5634,"Vermont","Bennington-2-2","State Representative","Mary A. Morrissey","No candidate","Jim Carroll",1810,0,1559,0.462748590086079,0,0.537251409913921,"Other","male","N/A","Other candidate",2018
"5635",5635,"Vermont","Bennington-2-2","State Senator","Jeff Kaufer","No candidate","Brian Campion",439,0,1641,0.788942307692308,0,0.211057692307692,"Democrat","male","N/A","male",2018
"5636",5636,"Vermont","Bennington-2-2","State Senator","No candidate","No candidate","Dick Sears",0,0,1708,1,0,0,"Democrat","male","N/A","male",2018
"5637",5637,"Vermont","Bennington-3","State Representative","No candidate","No candidate","David K. Durfee",0,0,1394,1,0,0,"Democrat","male","N/A","male",2018
"5638",5638,"Vermont","Bennington-3","State Senator","Jeff Kaufer","No candidate","Brian Campion",414,0,1084,0.723631508678238,0,0.276368491321762,"Democrat","male","N/A","male",2018
"5639",5639,"Vermont","Bennington-3","State Senator","No candidate","No candidate","Dick Sears",0,0,1151,1,0,0,"Democrat","male","N/A","male",2018
"5640",5640,"Vermont","Bennington-4","State Representative","Cynthia Browning","Brian Keefe","Kathleen James",1938,1731,2129,0.367195584684374,0.298551224560193,0.334253190755433,"Democrat","female","male","female",2018
"5641",5641,"Vermont","Bennington-4","State Senator","Jeff Kaufer","No candidate","Brian Campion",616,0,2345,0.791962174940898,0,0.208037825059102,"Democrat","male","N/A","male",2018
"5642",5642,"Vermont","Bennington-4","State Senator","No candidate","No candidate","Dick Sears",0,0,2506,1,0,0,"Democrat","male","N/A","male",2018
"5643",5643,"Vermont","Bennington-Rutland","State Representative","Linda Joy Sullivan","No candidate","No candidate",1699,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5644",5644,"Vermont","Bennington-Rutland","State Senator","Cheryl Hooker","Brian Bc"" Collamore""","Brian Campion",245,269,866,0.627536231884058,0.194927536231884,0.177536231884058,"Democrat","male","male","male",2018
"5645",5645,"Vermont","Bennington-Rutland","State Senator","Greg Cox","Edward Larson","Dick Sears",210,255,923,0.664985590778098,0.18371757925072,0.151296829971182,"Democrat","male","male","male",2018
"5646",5646,"Vermont","Bennington-Rutland","State Senator","Scott Garren","James L. McNeil","No candidate",169,256,0,0,0.602352941176471,0.397647058823529,"Republican","N/A","male","male",2018
"5647",5647,"Vermont","Bennington-Rutland","State Senator","Jeff Kaufer","No candidate","No candidate",193,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5648",5648,"Vermont","Caledonia-1","State Representative","No candidate","Marcia Robinson Martel","No candidate",0,1397,0,0,1,0,"Republican","N/A","female","female",2018
"5649",5649,"Vermont","Caledonia-1","State Senator","Jane Kitchel","No candidate","No candidate",1370,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5650",5650,"Vermont","Caledonia-1","State Senator","Joe Benning","No candidate","No candidate",1210,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5651",5651,"Vermont","Caledonia-2","State Representative","No candidate","Lawrence W. Hamel","Chip Troiano",0,677,988,0.593393393393393,0.406606606606607,0,"Democrat","male","male","male",2018
"5652",5652,"Vermont","Caledonia-2","State Senator","Jane Kitchel","No candidate","No candidate",1215,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5653",5653,"Vermont","Caledonia-2","State Senator","Joe Benning","No candidate","No candidate",948,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5654",5654,"Vermont","Caledonia-3","State Representative","No candidate","Brendan Hughes","Jane Pompeo",0,1077,959,0.471021611001965,0.528978388998035,0,"Republican","female","male","male",2018
"5655",5655,"Vermont","Caledonia-3","State Representative","No candidate","Scott Beck","Scott Campbell",0,1297,1183,0.477016129032258,0.522983870967742,0,"Republican","male","male","male",2018
"5656",5656,"Vermont","Caledonia-3","State Senator","Jane Kitchel","No candidate","No candidate",1844,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5657",5657,"Vermont","Caledonia-3","State Senator","Joe Benning","No candidate","No candidate",1747,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5658",5658,"Vermont","Caledonia-4","State Representative","No candidate","Martha Marty"" Feltus""","Dennis Labounty",0,1633,1266,0.436702311141773,0.563297688858227,0,"Republican","male","female","female",2018
"5659",5659,"Vermont","Caledonia-4","State Representative","No candidate","Patrick Seymour","No candidate",0,1375,0,0,1,0,"Republican","N/A","male","male",2018
"5660",5660,"Vermont","Caledonia-4","State Senator","Jane Kitchel","No candidate","No candidate",1888,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5661",5661,"Vermont","Caledonia-4","State Senator","Joe Benning","No candidate","No candidate",2111,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5662",5662,"Vermont","Caledonia-Washington","State Representative","No candidate","No candidate","Catherine Kitty"" Toll""",0,0,1853,1,0,0,"Democrat","female","N/A","female",2018
"5663",5663,"Vermont","Caledonia-Washington","State Senator","Andrew Perchlik","Chris S. Bradley","Ann Cummings",283,192,327,0.407730673316708,0.239401496259352,0.35286783042394,"Democrat","female","male","female",2018
"5664",5664,"Vermont","Caledonia-Washington","State Senator","Jane Kitchel","Dwayne Tucker","No candidate",1212,197,0,0,0.139815471965933,0.860184528034067,"Other","N/A","male","Other candidate",2018
"5665",5665,"Vermont","Caledonia-Washington","State Senator","Barry Wadle","Ken Alger","No candidate",48,181,0,0,0.790393013100437,0.209606986899563,"Republican","N/A","male","male",2018
"5666",5666,"Vermont","Caledonia-Washington","State Senator","Anthony Pollina","No candidate","No candidate",320,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5667",5667,"Vermont","Caledonia-Washington","State Senator","Joe Benning","No candidate","No candidate",904,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5668",5668,"Vermont","Chittenden-1","State Representative","No candidate","Terry Moultroup","Marcia Lawrence Gardner",0,795,1517,0.656141868512111,0.343858131487889,0,"Democrat","female","male","female",2018
"5669",5669,"Vermont","Chittenden-1","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",1342,651,1433,0.418272037361354,0.190017513134851,0.391710449503795,"Democrat","female","male","female",2018
"5670",5670,"Vermont","Chittenden-1","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",1539,579,1336,0.386797915460336,0.167631731325999,0.445570353213665,"Other","male","female","Other candidate",2018
"5671",5671,"Vermont","Chittenden-1","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",323,574,1498,0.625469728601253,0.239665970772443,0.134864300626305,"Democrat","female","male","female",2018
"5672",5672,"Vermont","Chittenden-1","State Senator","Louis Meyers","No candidate","No candidate",251,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5673",5673,"Vermont","Chittenden-1","State Senator","Loyal Ploof","No candidate","No candidate",154,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5674",5674,"Vermont","Chittenden-1","State Senator","Seth Cournoyer","No candidate","No candidate",162,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5675",5675,"Vermont","Chittenden-1","State Senator","Christopher A. Pearson","No candidate","No candidate",1097,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5676",5676,"Vermont","Chittenden-10","State Representative","No candidate","Christopher Mattos","Todd Buik",0,2070,1466,0.414592760180996,0.585407239819005,0,"Republican","male","male","male",2018
"5677",5677,"Vermont","Chittenden-10","State Representative","No candidate","John Palasik","No candidate",0,2172,0,0,1,0,"Republican","N/A","male","male",2018
"5678",5678,"Vermont","Chittenden-10","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",1293,1783,1499,0.327650273224044,0.389726775956284,0.282622950819672,"Republican","female","male","male",2018
"5679",5679,"Vermont","Chittenden-10","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",1696,1969,1342,0.26802476532854,0.393249450768923,0.338725783902536,"Republican","male","female","female",2018
