id,year,first_name,middle_name,last_name,party,level,position,state,district,race_ethnicity
487128k,2019,Joyce,D.,Waddell,Democrat,"State Legislative","State Senator","North Carolina - NC",40,"Black/African American"
487128k,2020,Joyce,D.,Waddell,Democrat,"State Legislative","State Senator","North Carolina - NC",40,"Black/African American"
292206k,2013,Trudy,L.,Wade,Republican,"State Legislative","State Senator","North Carolina - NC",27,White
292206k,2014,Trudy,L.,Wade,Republican,"State Legislative","State Senator","North Carolina - NC",27,White
292206k,2015,Trudy,L.,Wade,Republican,"State Legislative","State Senator","North Carolina - NC",27,White
292206k,2016,Trudy,L.,Wade,Republican,"State Legislative","State Senator","North Carolina - NC",27,White
292206k,2017,Trudy,L.,Wade,Republican,"State Legislative","State Senator","North Carolina - NC",27,White
292206k,2018,Trudy,L.,Wade,Republican,"State Legislative","State Senator","North Carolina - NC",27,White
195949k,2008,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2009,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2010,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2011,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2012,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2013,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2014,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2015,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2016,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2017,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2018,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2019,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
195949k,2020,Jean,,Wagenius,Democrat,"State Legislative","State Representative","Minnesota - MN",063B,White
208585k,2008,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2009,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2010,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2011,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2012,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2013,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2014,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2015,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2016,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2017,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2018,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2019,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
208585k,2020,Susan,G.,Wagle,Republican,"State Legislative","State Senator","Kansas - KS",30,White
378827k,2013,Ann,L.,Wagner,Republican,Federal/Congress,"U.S. Representative","Missouri - MO",2,White
378827k,2014,Ann,L.,Wagner,Republican,Federal/Congress,"U.S. Representative","Missouri - MO",2,White
378827k,2015,Ann,L.,Wagner,Republican,Federal/Congress,"U.S. Representative","Missouri - MO",2,White
378827k,2016,Ann,L.,Wagner,Republican,Federal/Congress,"U.S. Representative","Missouri - MO",2,White
378827k,2017,Ann,L.,Wagner,Republican,Federal/Congress,"U.S. Representative","Missouri - MO",2,White
378827k,2018,Ann,L.,Wagner,Republican,Federal/Congress,"U.S. Representative","Missouri - MO",2,White
378827k,2019,Ann,L.,Wagner,Republican,Federal/Congress,"U.S. Representative","Missouri - MO",2,White
378827k,2020,Ann,L.,Wagner,Republican,Federal/Congress,"U.S. Representative","Missouri - MO",2,White
12714c,2008,Charolette,,Wagner,Democrat,"State Legislative","State Representative","Arkansas - AR",77,White
12714c,2009,Charolette,,Wagner,Democrat,"State Legislative","State Representative","Arkansas - AR",77,White
12714c,2010,Charolette,,Wagner,Democrat,"State Legislative","State Representative","Arkansas - AR",77,White
12714c,2011,Charolette,,Wagner,Democrat,"State Legislative","State Representative","Arkansas - AR",77,White
12714c,2012,Charolette,,Wagner,Democrat,"State Legislative","State Representative","Arkansas - AR",77,White
12661c,2008,Chelsa,,Wagner,Democrat,"State Legislative","State Representative","Pennsylvania - PA",22,White
12661c,2009,Chelsa,,Wagner,Democrat,"State Legislative","State Representative","Pennsylvania - PA",22,White
12661c,2010,Chelsa,,Wagner,Democrat,"State Legislative","State Representative","Pennsylvania - PA",22,White
12661c,2011,Chelsa,,Wagner,Democrat,"State Legislative","State Representative","Pennsylvania - PA",22,White
13638c,2008,Concetta,,Wagner,Democrat,"State Legislative","State Representative","New Jersey - NJ",38,White
13638c,2009,Concetta,,Wagner,Democrat,"State Legislative","State Representative","New Jersey - NJ",38,White
13638c,2010,Concetta,,Wagner,Democrat,"State Legislative","State Representative","New Jersey - NJ",38,White
13638c,2011,Concetta,,Wagner,Democrat,"State Legislative","State Representative","New Jersey - NJ",38,White
13638c,2012,Concetta,,Wagner,Democrat,"State Legislative","State Representative","New Jersey - NJ",38,White
13638c,2013,Concetta,,Wagner,Democrat,"State Legislative","State Representative","New Jersey - NJ",38,White
3181c,2008,Nancy,H.,Wagner,Republican,"State Legislative","State Representative","Delaware - DE",31,White
14569c,2009,Linda,J.,Waite-Simpson,Democrat,"State Legislative","State Representative","Vermont - VT",Chit8-2,White
14569c,2010,Linda,J.,Waite-Simpson,Democrat,"State Legislative","State Representative","Vermont - VT",Chit8-2,White
14569c,2011,Linda,J.,Waite-Simpson,Democrat,"State Legislative","State Representative","Vermont - VT",Chit8-2,White
14569c,2012,Linda,J.,Waite-Simpson,Democrat,"State Legislative","State Representative","Vermont - VT",Chit8-2,White
14569c,2013,Linda,J.,Waite-Simpson,Democrat,"State Legislative","State Representative","Vermont - VT",Chit8-2,White
14569c,2014,Linda,J.,Waite-Simpson,Democrat,"State Legislative","State Representative","Vermont - VT",Chit8-2,White
395386k,2012,Keisha,S.,Waites,Democrat,"State Legislative","State Representative","Georgia - GA",60,"Black/African American"
395386k,2013,Keisha,S.,Waites,Democrat,"State Legislative","State Representative","Georgia - GA",60,"Black/African American"
395386k,2014,Keisha,S.,Waites,Democrat,"State Legislative","State Representative","Georgia - GA",60,"Black/African American"
395386k,2015,Keisha,S.,Waites,Democrat,"State Legislative","State Representative","Georgia - GA",60,"Black/African American"
395386k,2016,Keisha,S.,Waites,Democrat,"State Legislative","State Representative","Georgia - GA",60,"Black/African American"
395386k,2017,Keisha,S.,Waites,Democrat,"State Legislative","State Representative","Georgia - GA",60,"Black/African American"
390360k,2013,Marie,,Waldron,Republican,"State Legislative","State Representative","California - CA",75,White
390360k,2014,Marie,,Waldron,Republican,"State Legislative","State Representative","California - CA",75,White
390360k,2015,Marie,,Waldron,Republican,"State Legislative","State Representative","California - CA",75,White
390360k,2016,Marie,,Waldron,Republican,"State Legislative","State Representative","California - CA",75,White
390360k,2017,Marie,,Waldron,Republican,"State Legislative","State Representative","California - CA",75,White
390360k,2018,Marie,,Waldron,Republican,"State Legislative","State Representative","California - CA",75,White
390360k,2019,Marie,,Waldron,Republican,"State Legislative","State Representative","California - CA",75,White
390360k,2020,Marie,,Waldron,Republican,"State Legislative","State Representative","California - CA",75,White
666779k,2019,Amy,,Walen,Democrat,"State Legislative","State Representative","Washington - WA",48,White
666779k,2020,Amy,,Walen,Democrat,"State Legislative","State Representative","Washington - WA",48,White
6873c,2008,Trudi,,Walend,Republican,"State Legislative","State Representative","North Carolina - NC",113,White
6873c,2012,Trudi,,Walend,Republican,"State Legislative","State Representative","North Carolina - NC",113,White
9253c,2008,Carlene,M.,Walker,Republican,"State Legislative","State Senator","Utah - UT",8,White
572148k,2017,Cora,Faith,Walker,Democrat,"State Legislative","State Representative","Missouri - MO",74,"Black/African American"
572148k,2018,Cora,Faith,Walker,Democrat,"State Legislative","State Representative","Missouri - MO",74,"Black/African American"
572148k,2019,Cora,Faith,Walker,Democrat,"State Legislative","State Representative","Missouri - MO",74,"Black/African American"
653157k,2019,Danielle,M.,Walker,Democrat,"State Legislative","State Representative","West Virginia - WV",51,"Black/African American"
653157k,2020,Danielle,M.,Walker,Democrat,"State Legislative","State Representative","West Virginia - WV",51,"Black/African American"
16068c,2011,Elaine,N.,Walker,Democrat,"Statewide Executive","Secretary of State","Kentucky - KY",,White
287729k,2015,Latrice,M.,Walker,Democrat,"State Legislative","State Representative","New York - NY",55,"Black/African American"
287729k,2016,Latrice,M.,Walker,Democrat,"State Legislative","State Representative","New York - NY",55,"Black/African American"
287729k,2017,Latrice,M.,Walker,Democrat,"State Legislative","State Representative","New York - NY",55,"Black/African American"
287729k,2018,Latrice,M.,Walker,Democrat,"State Legislative","State Representative","New York - NY",55,"Black/African American"
287729k,2019,Latrice,M.,Walker,Democrat,"State Legislative","State Representative","New York - NY",55,"Black/African American"
287729k,2020,Latrice,M.,Walker,Democrat,"State Legislative","State Representative","New York - NY",55,"Black/African American"
9640c,2008,Neva,,Walker,Democrat,"State Legislative","State Representative","Minnesota - MN",061B,"Black/African American"
13244c,2011,Rebecca,,Walker,Democrat,"State Legislative","State Representative","Delaware - DE",9,White
13244c,2012,Rebecca,,Walker,Democrat,"State Legislative","State Representative","Delaware - DE",9,White
13244c,2013,Rebecca,,Walker,Democrat,"State Legislative","State Representative","Delaware - DE",9,White
13244c,2014,Rebecca,,Walker,Democrat,"State Legislative","State Representative","Delaware - DE",9,White
425080k,2008,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2009,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2010,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2011,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2012,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2013,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2014,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2015,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2016,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2017,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2018,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2019,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
425080k,2020,Toni,E.,Walker,Democrat,"State Legislative","State Representative","Connecticut - CT",93,"Black/African American"
6662c,2008,Vicki,L.,Walker,Democrat,"State Legislative","State Senator","Oregon - OR",7,White
6662c,2009,Vicki,L.,Walker,Democrat,"State Legislative","State Senator","Oregon - OR",7,White
4828c,2008,Mary,Roe,Walkup,Republican,"State Legislative","State Representative","Maryland - MD",36,White
4828c,2009,Mary,Roe,Walkup,Republican,"State Legislative","State Representative","Maryland - MD",36,White
4828c,2010,Mary,Roe,Walkup,Republican,"State Legislative","State Representative","Maryland - MD",36,White
197034k,2008,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2009,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2010,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2011,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2012,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2013,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2014,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2015,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2016,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2017,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2018,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2019,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
197034k,2020,Janet,G.,Wall,Democrat,"State Legislative","State Representative","New Hampshire - NH",141,White
18525c,2014,Margaret,,Wall,Republican,"State Legislative","State Representative","North Dakota - ND",25,White
10869c,2008,Deb,,Wallace,Democrat,"State Legislative","State Representative","Washington - WA",017-2,White
10869c,2009,Deb,,Wallace,Democrat,"State Legislative","State Representative","Washington - WA",017-2,White
10869c,2010,Deb,,Wallace,Democrat,"State Legislative","State Representative","Washington - WA",017-2,White
2281c,2008,Jeannette,O.,Wallace,Republican,"State Legislative","State Representative","New Mexico - NM",43,White
2281c,2009,Jeannette,O.,Wallace,Republican,"State Legislative","State Representative","New Mexico - NM",43,White
2281c,2010,Jeannette,O.,Wallace,Republican,"State Legislative","State Representative","New Mexico - NM",43,White
2281c,2011,Jeannette,O.,Wallace,Republican,"State Legislative","State Representative","New Mexico - NM",43,White
507765k,2014,Litesa,E.,Wallace,Democrat,"State Legislative","State Representative","Illinois - IL",67,"Black/African American"
507765k,2015,Litesa,E.,Wallace,Democrat,"State Legislative","State Representative","Illinois - IL",67,"Black/African American"
507765k,2016,Litesa,E.,Wallace,Democrat,"State Legislative","State Representative","Illinois - IL",67,"Black/African American"
507765k,2017,Litesa,E.,Wallace,Democrat,"State Legislative","State Representative","Illinois - IL",67,"Black/African American"
507765k,2018,Litesa,E.,Wallace,Democrat,"State Legislative","State Representative","Illinois - IL",67,"Black/African American"
590331k,2017,Monica,P.,Wallace,Democrat,"State Legislative","State Representative","New York - NY",143,White
590331k,2018,Monica,P.,Wallace,Democrat,"State Legislative","State Representative","New York - NY",143,White
590331k,2019,Monica,P.,Wallace,Democrat,"State Legislative","State Representative","New York - NY",143,White
590331k,2020,Monica,P.,Wallace,Democrat,"State Legislative","State Representative","New York - NY",143,White
643271k,2019,Kimberly,D.,Wallan,Republican,"State Legislative","State Representative","Oregon - OR",6,White
643271k,2020,Kimberly,D.,Wallan,Republican,"State Legislative","State Representative","Oregon - OR",6,White
12471c,2008,Kim,,Wallin,Democrat,"Statewide Executive",Comptroller,"Nevada - NV",,White
12471c,2009,Kim,,Wallin,Democrat,"Statewide Executive",Comptroller,"Nevada - NV",,White
12471c,2010,Kim,,Wallin,Democrat,"Statewide Executive",Comptroller,"Nevada - NV",,White
12471c,2011,Kim,,Wallin,Democrat,"Statewide Executive",Comptroller,"Nevada - NV",,White
12471c,2012,Kim,,Wallin,Democrat,"Statewide Executive",Comptroller,"Nevada - NV",,White
12471c,2013,Kim,,Wallin,Democrat,"Statewide Executive",Comptroller,"Nevada - NV",,White
12471c,2014,Kim,,Wallin,Democrat,"Statewide Executive",Comptroller,"Nevada - NV",,White
13069c,2008,Sue,,Wallis,Republican,"State Legislative","State Representative","Wyoming - WY",52,White
13069c,2009,Sue,,Wallis,Republican,"State Legislative","State Representative","Wyoming - WY",52,White
13069c,2010,Sue,,Wallis,Republican,"State Legislative","State Representative","Wyoming - WY",52,White
13069c,2011,Sue,,Wallis,Republican,"State Legislative","State Representative","Wyoming - WY",52,White
13069c,2012,Sue,,Wallis,Republican,"State Legislative","State Representative","Wyoming - WY",52,White
13069c,2013,Sue,,Wallis,Republican,"State Legislative","State Representative","Wyoming - WY",52,White
13069c,2014,Sue,,Wallis,Republican,"State Legislative","State Representative","Wyoming - WY",52,White
493973k,2015,Kris,,Wallman,Democrat,"State Legislative","State Representative","North Dakota - ND",11,White
493973k,2016,Kris,,Wallman,Democrat,"State Legislative","State Representative","North Dakota - ND",11,White
197197k,2008,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2009,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2010,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2011,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2012,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2013,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2014,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2015,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2016,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2017,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2018,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2019,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
197197k,2020,"Mary Jane",,Wallner,Democrat,"State Legislative","State Representative","New Hampshire - NH",92,White
227370k,2013,Jackie,Swihart,Walorski,Republican,Federal/Congress,"U.S. Representative","Indiana - IN",2,White
227370k,2014,Jackie,Swihart,Walorski,Republican,Federal/Congress,"U.S. Representative","Indiana - IN",2,White
227370k,2015,Jackie,Swihart,Walorski,Republican,Federal/Congress,"U.S. Representative","Indiana - IN",2,White
227370k,2016,Jackie,Swihart,Walorski,Republican,Federal/Congress,"U.S. Representative","Indiana - IN",2,White
227370k,2017,Jackie,Swihart,Walorski,Republican,Federal/Congress,"U.S. Representative","Indiana - IN",2,White
227370k,2018,Jackie,Swihart,Walorski,Republican,Federal/Congress,"U.S. Representative","Indiana - IN",2,White
227370k,2019,Jackie,Swihart,Walorski,Republican,Federal/Congress,"U.S. Representative","Indiana - IN",2,White
227370k,2020,Jackie,Swihart,Walorski,Republican,Federal/Congress,"U.S. Representative","Indiana - IN",2,White
227370k,2008,Jackie,Swihart,Walorski,Republican,"State Legislative","State Representative","Indiana - IN",21,White
227370k,2009,Jackie,Swihart,Walorski,Republican,"State Legislative","State Representative","Indiana - IN",21,White
227370k,2010,Jackie,Swihart,Walorski,Republican,"State Legislative","State Representative","Indiana - IN",21,White
481c,2008,Patricia,A.,Walrath,Democrat,"State Legislative","State Representative","Massachusetts - MA",Mid03,White
5837c,2008,Donna,M.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",36,White
5837c,2009,Donna,M.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",36,White
5837c,2010,Donna,M.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",36,White
5837c,2011,Donna,M.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",36,White
5837c,2012,Donna,M.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",36,White
5837c,2013,Donna,M.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",36,White
5837c,2014,Donna,M.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",36,White
2027c,2008,Marian,,Walsh,Democrat,"State Legislative","State Senator","Massachusetts - MA",SufNor,White
2027c,2009,Marian,,Walsh,Democrat,"State Legislative","State Senator","Massachusetts - MA",SufNor,White
2027c,2010,Marian,,Walsh,Democrat,"State Legislative","State Senator","Massachusetts - MA",SufNor,White
590632k,2017,"Mary Beth",,Walsh,Republican,"State Legislative","State Representative","New York - NY",112,White
590632k,2018,"Mary Beth",,Walsh,Republican,"State Legislative","State Representative","New York - NY",112,White
590632k,2019,"Mary Beth",,Walsh,Republican,"State Legislative","State Representative","New York - NY",112,White
590632k,2020,"Mary Beth",,Walsh,Republican,"State Legislative","State Representative","New York - NY",112,White
205066k,2008,Maureen,S.,Walsh,Republican,"State Legislative","State Representative","Washington - WA",16,White
205066k,2009,Maureen,S.,Walsh,Republican,"State Legislative","State Representative","Washington - WA",16,White
205066k,2010,Maureen,S.,Walsh,Republican,"State Legislative","State Representative","Washington - WA",16,White
205066k,2011,Maureen,S.,Walsh,Republican,"State Legislative","State Representative","Washington - WA",16,White
205066k,2012,Maureen,S.,Walsh,Republican,"State Legislative","State Representative","Washington - WA",16,White
205066k,2013,Maureen,S.,Walsh,Republican,"State Legislative","State Representative","Washington - WA",16,White
205066k,2014,Maureen,S.,Walsh,Republican,"State Legislative","State Representative","Washington - WA",16,White
205066k,2015,Maureen,S.,Walsh,Republican,"State Legislative","State Representative","Washington - WA",16,White
205066k,2016,Maureen,S.,Walsh,Republican,"State Legislative","State Representative","Washington - WA",16,White
205066k,2017,Maureen,S.,Walsh,Republican,"State Legislative","State Senator","Washington - WA",16,White
205066k,2018,Maureen,S.,Walsh,Republican,"State Legislative","State Senator","Washington - WA",16,White
205066k,2019,Maureen,S.,Walsh,Republican,"State Legislative","State Senator","Washington - WA",16,White
205066k,2020,Maureen,S.,Walsh,Republican,"State Legislative","State Senator","Washington - WA",16,White
589088k,2017,Moira,J.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",3,White
589088k,2018,Moira,J.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",3,White
589088k,2019,Moira,J.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",3,White
589088k,2020,Moira,J.,Walsh,Democrat,"State Legislative","State Representative","Rhode Island - RI",3,White
212421k,2013,Regina,M.,Walsh,Democrat,"State Legislative","State Senator","Missouri - MO",13,White
212421k,2014,Regina,M.,Walsh,Democrat,"State Legislative","State Senator","Missouri - MO",13,White
212421k,2015,Regina,M.,Walsh,Democrat,"State Legislative","State Senator","Missouri - MO",13,White
212421k,2016,Regina,M.,Walsh,Democrat,"State Legislative","State Senator","Missouri - MO",13,White
212421k,2017,Regina,M.,Walsh,Democrat,"State Legislative","State Senator","Missouri - MO",13,White
212421k,2018,Regina,M.,Walsh,Democrat,"State Legislative","State Senator","Missouri - MO",13,White
212421k,2019,Regina,M.,Walsh,Democrat,"State Legislative","State Senator","Missouri - MO",13,White
212421k,2020,Regina,M.,Walsh,Democrat,"State Legislative","State Senator","Missouri - MO",13,White
212421k,2008,Regina,M.,Walsh,Democrat,"State Legislative","State Representative","Missouri - MO",69,White
212421k,2009,Regina,M.,Walsh,Democrat,"State Legislative","State Representative","Missouri - MO",69,White
212421k,2010,Regina,M.,Walsh,Democrat,"State Legislative","State Representative","Missouri - MO",69,White
636799k,2017,Sara,,Walsh,Republican,"State Legislative","State Representative","Missouri - MO",50,White
636799k,2018,Sara,,Walsh,Republican,"State Legislative","State Representative","Missouri - MO",50,White
636799k,2019,Sara,,Walsh,Republican,"State Legislative","State Representative","Missouri - MO",50,White
636799k,2020,Sara,,Walsh,Republican,"State Legislative","State Representative","Missouri - MO",50,White
226571k,2015,Mimi,,Walters,Republican,Federal/Congress,"U.S. Representative","California - CA",45,White
226571k,2016,Mimi,,Walters,Republican,Federal/Congress,"U.S. Representative","California - CA",45,White
226571k,2017,Mimi,,Walters,Republican,Federal/Congress,"U.S. Representative","California - CA",45,White
226571k,2018,Mimi,,Walters,Republican,Federal/Congress,"U.S. Representative","California - CA",45,White
226571k,2009,Mimi,,Walters,Republican,"State Legislative","State Senator","California - CA",37,White
226571k,2010,Mimi,,Walters,Republican,"State Legislative","State Senator","California - CA",37,White
226571k,2011,Mimi,,Walters,Republican,"State Legislative","State Senator","California - CA",37,White
226571k,2012,Mimi,,Walters,Republican,"State Legislative","State Senator","California - CA",37,White
226571k,2013,Mimi,,Walters,Republican,"State Legislative","State Senator","California - CA",37,White
226571k,2014,Mimi,,Walters,Republican,"State Legislative","State Senator","California - CA",37,White
226571k,2008,Mimi,,Walters,Republican,"State Legislative","State Representative","California - CA",73,White
10431c,2008,Shirley,Ann,Walters,Republican,"State Legislative","State Representative","Arkansas - AR",62,White
9416c,2008,Juanita,Head,Walton,Democrat,"State Legislative","State Representative","Missouri - MO",81,"Black/African American"
271855k,2009,Rochelle,,"Walton Gray",Democrat,"State Legislative","State Representative","Missouri - MO",75,"Black/African American"
271855k,2010,Rochelle,,"Walton Gray",Democrat,"State Legislative","State Representative","Missouri - MO",75,"Black/African American"
271855k,2011,Rochelle,,"Walton Gray",Democrat,"State Legislative","State Representative","Missouri - MO",75,"Black/African American"
271855k,2012,Rochelle,,"Walton Gray",Democrat,"State Legislative","State Representative","Missouri - MO",75,"Black/African American"
271855k,2013,Rochelle,,"Walton Gray",Democrat,"State Legislative","State Representative","Missouri - MO",75,"Black/African American"
271855k,2014,Rochelle,,"Walton Gray",Democrat,"State Legislative","State Representative","Missouri - MO",75,"Black/African American"
271855k,2015,Rochelle,,"Walton Gray",Democrat,"State Legislative","State Representative","Missouri - MO",75,"Black/African American"
271855k,2016,Rochelle,,"Walton Gray",Democrat,"State Legislative","State Representative","Missouri - MO",75,"Black/African American"
564691k,2017,Lynne,M.,Walz,Nonpartisan,"State Legislative","State Senator","Nebraska - NE",15,White
564691k,2018,Lynne,M.,Walz,Nonpartisan,"State Legislative","State Senator","Nebraska - NE",15,White
564691k,2019,Lynne,M.,Walz,Nonpartisan,"State Legislative","State Senator","Nebraska - NE",15,White
564691k,2020,Lynne,M.,Walz,Nonpartisan,"State Legislative","State Senator","Nebraska - NE",15,White
12090c,2008,Martha,Marty,Walz,Democrat,"State Legislative","State Representative","Massachusetts - MA",Suf08,White
12090c,2009,Martha,Marty,Walz,Democrat,"State Legislative","State Representative","Massachusetts - MA",Suf08,White
12090c,2010,Martha,Marty,Walz,Democrat,"State Legislative","State Representative","Massachusetts - MA",Suf08,White
12090c,2011,Martha,Marty,Walz,Democrat,"State Legislative","State Representative","Massachusetts - MA",Suf08,White
12090c,2012,Martha,Marty,Walz,Democrat,"State Legislative","State Representative","Massachusetts - MA",Suf08,White
12090c,2013,Martha,Marty,Walz,Democrat,"State Legislative","State Representative","Massachusetts - MA",Suf08,White
228853k,2017,"Mary Beth",E.,Walz,Democrat,"State Legislative","State Representative","New Hampshire - NH",105,White
228853k,2018,"Mary Beth",E.,Walz,Democrat,"State Legislative","State Representative","New Hampshire - NH",105,White
228853k,2019,"Mary Beth",E.,Walz,Democrat,"State Legislative","State Representative","New Hampshire - NH",105,White
228853k,2020,"Mary Beth",E.,Walz,Democrat,"State Legislative","State Representative","New Hampshire - NH",105,White
228853k,2013,"Mary Beth",E.,Walz,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-23,White
228853k,2014,"Mary Beth",E.,Walz,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-23,White
228853k,2008,"Mary Beth",E.,Walz,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-13,White
228853k,2009,"Mary Beth",E.,Walz,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-13,White
228853k,2010,"Mary Beth",E.,Walz,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-13,White
14045c,2009,Wendy,,Warburton,Republican,"State Legislative","State Representative","Montana - MT",34,White
14045c,2010,Wendy,,Warburton,Republican,"State Legislative","State Representative","Montana - MT",34,White
14045c,2011,Wendy,,Warburton,Republican,"State Legislative","State Representative","Montana - MT",34,White
