"","democrat","republican","other","state","year","district","democrat_incumbent","democrat_votes","republican_incumbent","republican_votes","other_incumbent","other_votes","gender_dem","gender_rep","winner_party","winner_gender","vote_prop_dem","vote_prop_rep","vote_prop_other"
"3194","John Windle","Ed Butler","No candidate","Tennessee",2016,"41","True",12238,"False",10021,"0",0,"male","male","Democrat","male",0.549800080866166,0.450199919133834,0
"3195","Amos Powers","Ryan Williams","No candidate","Tennessee",2016,"42","False",5986,"True",17486,"0",0,"male","male","Republican","male",0.255027266530334,0.744972733469666,0
"3196","Kevin Dunlap","Paul Sherrell","No candidate","Tennessee",2016,"43","True",10213,"False",11692,"0",0,"male","male","Republican","male",0.466240584341475,0.533759415658525,0
"3197","Lloyd Dunn","William G. Lamberth","No candidate","Tennessee",2016,"44","False",5642,"True",18009,"0",0,"male","male","Republican","male",0.23855228108748,0.76144771891252,0
"3198","No candidate","Courtney Rogers","No candidate","Tennessee",2016,"45","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"3199","Amelia Morrison Hipps","Mark Pody","No candidate","Tennessee",2016,"46","False",6589,"True",19785,"0",0,"female","male","Republican","male",0.249829377417153,0.750170622582847,0
"3200","No candidate","Judd Matheny","No candidate","Tennessee",2016,"47","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3201","Justin Miller","Bryan Terry","No candidate","Tennessee",2016,"48","False",8726,"True",16381,"0",0,"male","male","Republican","male",0.347552475405265,0.652447524594735,0
"3202","Brandon Thomas","Mike Sparks","No candidate","Tennessee",2016,"49","False",8604,"True",13531,"0",0,"male","male","Republican","male",0.388705669753784,0.611294330246216,0
"3203","Bo Mitchell","Nathan Massey","No candidate","Tennessee",2016,"50","True",15188,"False",13861,"0",0,"male","male","Democrat","male",0.522840717408517,0.477159282591483,0
"3204","Bill Beck","No candidate","No candidate","Tennessee",2016,"51","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3205","Mike Stewart","No candidate","No candidate","Tennessee",2016,"52","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3206","Jason Powell","Davette Blalock","No candidate","Tennessee",2016,"53","True",12457,"False",9208,"0",0,"male","female","Democrat","male",0.574982690976229,0.425017309023771,0
"3207","Brenda Gilmore","No candidate","Robert Sawyers, Sr.","Tennessee",2016,"54","True",19782,"False",0,"False",3251,"female","N/A","Democrat","female",0.858854686753788,0,0.141145313246212
"3208","John Ray Clemmons","No candidate","No candidate","Tennessee",2016,"55","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3209","Chris Moth","Beth Harwell","No candidate","Tennessee",2016,"56","False",15224,"True",21069,"0",0,"male","female","Republican","female",0.419474829856997,0.580525170143003,0
"3210","Trisha Farmer","Susan Lynn","No candidate","Tennessee",2016,"57","False",10870,"True",24444,"0",0,"female","female","Republican","female",0.307809933737328,0.692190066262672,0
"3211","Harold M. Love","No candidate","No candidate","Tennessee",2016,"58","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3212","Sherry Jones","No candidate","No candidate","Tennessee",2016,"59","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3213","Darren Jernigan","Steve Glover","No candidate","Tennessee",2016,"60","True",15103,"False",11799,"0",0,"male","male","Democrat","male",0.561408073749164,0.438591926250836,0
"3214","No candidate","Charles Sargent, Jr.","No candidate","Tennessee",2016,"61","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3215","Sharon Kay Edwards","Pat Marsh","No candidate","Tennessee",2016,"62","False",4824,"True",15954,"0",0,"female","female","Republican","female",0.232168639907595,0.767831360092405,0
"3216","Courtenay Rogers","Glen Casada","No candidate","Tennessee",2016,"63","False",11125,"True",28390,"0",0,"female","male","Republican","male",0.281538656206504,0.718461343793496,0
"3217","No candidate","Sheila Butt","James Gray","Tennessee",2016,"64","False",0,"True",19984,"False",7516,"N/A","female","Republican","female",0,0.726690909090909,0.273309090909091
"3218","Holly McCall","Sam Whitson","No candidate","Tennessee",2016,"65","False",8947,"False",21649,"0",0,"female","male","Republican","male",0.292423846254412,0.707576153745588,0
"3219","Larry Proffitt","Sabi Kumar","No candidate","Tennessee",2016,"66","False",6589,"True",18432,"0",0,"male","Unknown","Republican","Unknown",0.263338795411854,0.736661204588146,0
"3220","Joe Pitts","No candidate","Mike Warner","Tennessee",2016,"67","True",10564,"False",0,"False",6562,"male","N/A","Democrat","male",0.616839892561018,0,0.383160107438982
"3221","No candidate","Curtis Johnson","No candidate","Tennessee",2016,"68","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3222","Dustin Evans","Michael Curcio","No candidate","Tennessee",2016,"69","False",7391,"False",14144,"0",0,"male","male","Republican","male",0.34320872997446,0.65679127002554,0
"3223","Calvin Moore","Barry Doss","Roy Waldrop","Tennessee",2016,"70","False",5645,"True",15365,"False",2000,"male","male","Republican","male",0.245328118209474,0.667753150803998,0.0869187309865276
"3224","No candidate","David Byrd","No candidate","Tennessee",2016,"71","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3225","No candidate","Steve McDaniel","No candidate","Tennessee",2016,"72","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3226","No candidate","Jimmy Eldridge","No candidate","Tennessee",2016,"73","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3227","Andy Porch","Jay Reedy","No candidate","Tennessee",2016,"74","False",8021,"True",11260,"0",0,"male","male","Republican","male",0.416005393911104,0.583994606088896,0
"3228","Daniel Powell","Tim Wirgau","James Hart","Tennessee",2016,"75","False",5771,"True",14816,"False",1917,"male","male","Republican","male",0.256443298969072,0.658371845005332,0.0851848560255954
"3229","Angela Callis","Andrew H. Holt","Bennie Castleman","Tennessee",2016,"76","False",4327,"True",13038,"False",3215,"female","male","Republican","male",0.21025267249757,0.633527696793003,0.156219630709427
"3230","No candidate","Bill Sanderson","Tom Reasons","Tennessee",2016,"77","False",0,"True",16326,"False",3809,"N/A","male","Republican","male",0,0.810826918301465,0.189173081698535
"3231","Travis S. Staten","Mary Littleton","No candidate","Tennessee",2016,"78","False",6539,"True",18679,"0",0,"male","female","Republican","female",0.259298913474502,0.740701086525498,0
"3232","No candidate","Curtis Halford","No candidate","Tennessee",2016,"79","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3233","Johnny Shaw","No candidate","No candidate","Tennessee",2016,"80","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3234","Deborah K. Reed","Debra Moody","No candidate","Tennessee",2016,"81","False",4842,"True",15535,"0",0,"female","female","Republican","female",0.23762084703342,0.76237915296658,0
"3235","Craig Fitzhugh","Andy Cole","No candidate","Tennessee",2016,"82","True",10443,"False",8220,"0",0,"male","male","Democrat","male",0.559556341424208,0.440443658575792,0
"3236","Lawrence Pivnick","Mark White","No candidate","Tennessee",2016,"83","False",9506,"True",16900,"0",0,"male","male","Republican","male",0.359993940771037,0.640006059228963,0
"3237","Joe Towns, Jr.","No candidate","No candidate","Tennessee",2016,"84","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3238","Johnnie Turner","No candidate","No candidate","Tennessee",2016,"85","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3239","Barbara Cooper","George T. Edwards","No candidate","Tennessee",2016,"86","True",14945,"False",5442,"0",0,"female","male","Democrat","female",0.733065188600579,0.266934811399421,0
"3240","Karen Camper","No candidate","No candidate","Tennessee",2016,"87","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3241","Larry Miller","No candidate","Orrden Williams, Jr.","Tennessee",2016,"88","True",14918,"False",0,"False",2834,"male","N/A","Democrat","male",0.840356016223524,0,0.159643983776476
"3242","Heather C. Hensley","Roger Kane","No candidate","Tennessee",2016,"89","False",8305,"True",19735,"0",0,"female","male","Republican","male",0.296184022824536,0.703815977175464,0
"3243","John DeBerry, Jr.","No candidate","No candidate","Tennessee",2016,"90","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3244","Raumesh Akbari","Samuel Watkins","No candidate","Tennessee",2016,"91","True",14580,"False",3125,"0",0,"Unknown","male","Democrat","Unknown",0.82349618751765,0.17650381248235,0
"3245","Tamra King","Thomas R. Tillis","No candidate","Tennessee",2016,"92","False",5693,"False",16475,"0",0,"female","male","Republican","male",0.256811620353663,0.743188379646337,0
"3246","G.A. Hardaway","No candidate","William King","Tennessee",2016,"93","True",13832,"False",0,"False",2666,"Unknown","N/A","Democrat","Unknown",0.83840465510971,0,0.16159534489029
"3247","Daniel Harris","Ron M. Gant","No candidate","Tennessee",2016,"94","False",6088,"False",20006,"0",0,"male","male","Republican","male",0.233310339541657,0.766689660458343,0
"3248","No candidate","Mark Lovell","No candidate","Tennessee",2016,"95","False",0,"False",1,"0",0,"N/A","male","Republican","male",0,1,0
"3249","Dwayne Thompson","Stephen McManus","No candidate","Tennessee",2016,"96","False",14150,"True",13785,"0",0,"male","male","Democrat","male",0.506533023089314,0.493466976910686,0
"3250","No candidate","Jim Coley","No candidate","Tennessee",2016,"97","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3251","Antonio Parkinson","No candidate","No candidate","Tennessee",2016,"98","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3252","No candidate","Ron Lollar","No candidate","Tennessee",2016,"99","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3253","No candidate","Gary VanDeaver","No candidate","Texas",2016,"1","False",0,"True",49840,"0",0,"N/A","male","Republican","male",0,1,0
"3254","No candidate","Dan Flynn","No candidate","Texas",2016,"2","False",0,"True",54605,"0",0,"N/A","male","Republican","male",0,1,0
"3255","No candidate","Cecil Bell, Jr.","No candidate","Texas",2016,"3","False",0,"True",56737,"0",0,"N/A","male","Republican","male",0,1,0
"3256","No candidate","Lance Gooden","No candidate","Texas",2016,"4","False",0,"False",52089,"0",0,"N/A","male","Republican","male",0,1,0
"3257","No candidate","Cole Hefner","No candidate","Texas",2016,"5","False",0,"False",51428,"0",0,"N/A","male","Republican","male",0,1,0
"3258","No candidate","Matt Schaefer","No candidate","Texas",2016,"6","False",0,"True",46382,"0",0,"N/A","male","Republican","male",0,1,0
"3259","No candidate","Jay Dean","No candidate","Texas",2016,"7","False",0,"False",45026,"0",0,"N/A","male","Republican","male",0,1,0
"3260","No candidate","Byron Cook","No candidate","Texas",2016,"8","False",0,"True",43240,"0",0,"N/A","male","Republican","male",0,1,0
"3261","No candidate","Chris Paddie","No candidate","Texas",2016,"9","False",0,"True",53172,"0",0,"N/A","male","Republican","male",0,1,0
"3262","No candidate","John Wray","Chuck Richter","Texas",2016,"10","False",0,"True",51729,"False",7773,"N/A","male","Republican","male",0,0.869365735605526,0.130634264394474
"3263","Stephen J. Wright","Travis Clardy","No candidate","Texas",2016,"11","False",14276,"True",42481,"0",0,"male","male","Republican","male",0.25152844583047,0.74847155416953,0
"3264","No candidate","Kyle Kacal","No candidate","Texas",2016,"12","False",0,"True",38826,"0",0,"N/A","male","Republican","male",0,1,0
"3265","Cecil R. Webster","Leighton Schubert","No candidate","Texas",2016,"13","False",14965,"True",55073,"0",0,"male","male","Republican","male",0.213669722150832,0.786330277849168,0
"3266","No candidate","John Raney","No candidate","Texas",2016,"14","False",0,"True",37330,"0",0,"N/A","male","Republican","male",0,1,0
"3267","No candidate","Mark Keough","No candidate","Texas",2016,"15","False",0,"True",65439,"0",0,"N/A","male","Republican","male",0,1,0
"3268","No candidate","Will Metcalf","No candidate","Texas",2016,"16","False",0,"True",55968,"0",0,"N/A","male","Republican","male",0,1,0
"3269","No candidate","John Cyrier","No candidate","Texas",2016,"17","False",0,"True",41694,"0",0,"N/A","male","Republican","male",0,1,0
"3270","No candidate","Ernest Bailes","Evan Nagel","Texas",2016,"18","False",0,"False",40966,"False",5581,"N/A","male","Republican","male",0,0.880099684190173,0.119900315809827
"3271","No candidate","James White","No candidate","Texas",2016,"19","False",0,"True",58542,"0",0,"N/A","male","Republican","male",0,1,0
"3272","No candidate","Terry Wilson","No candidate","Texas",2016,"20","False",0,"False",61745,"0",0,"N/A","male","Republican","male",0,1,0
"3273","No candidate","Dade Phelan","No candidate","Texas",2016,"21","False",0,"True",54753,"0",0,"N/A","male","Republican","male",0,1,0
"3274","Joe Deshotel","No candidate","No candidate","Texas",2016,"22","True",38009,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3275","Lloyd Criss","Wayne Faircloth","No candidate","Texas",2016,"23","False",25501,"True",36501,"0",0,"male","male","Republican","male",0.411293184090836,0.588706815909164,0
"3276","No candidate","Greg Bonnen","No candidate","Texas",2016,"24","False",0,"True",59789,"0",0,"N/A","male","Republican","male",0,1,0
"3277","No candidate","Dennis Bonnen","No candidate","Texas",2016,"25","False",0,"True",44280,"0",0,"N/A","male","Republican","male",0,1,0
"3278","L. DeMerchant","Rick Miller","No candidate","Texas",2016,"26","False",28910,"True",39693,"0",0,"Unknown","male","Republican","male",0.421410142413597,0.578589857586403,0
"3279","Ron Reynolds","Ken Bryant","No candidate","Texas",2016,"27","True",45718,"False",21536,"0",0,"male","male","Democrat","male",0.679781128260029,0.320218871739971,0
"3280","No candidate","John Zerwas","No candidate","Texas",2016,"28","False",0,"True",56822,"0",0,"N/A","male","Republican","male",0,1,0
"3281","John T. Floyd","Ed Thompson","No candidate","Texas",2016,"29","False",28505,"True",44713,"0",0,"male","male","Republican","male",0.389316834658144,0.610683165341856,0
"3282","No candidate","Geanie Morrison","No candidate","Texas",2016,"30","False",0,"True",47975,"0",0,"N/A","female","Republican","female",0,1,0
"3283","Ryan Guillen","No candidate","No candidate","Texas",2016,"31","True",30829,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3284","No candidate","Todd Hunter","No candidate","Texas",2016,"32","False",0,"True",40435,"0",0,"N/A","male","Republican","male",0,1,0
"3285","Karen Jacobs","Justin Holland","Rick Donaldson","Texas",2016,"33","False",24199,"False",56802,"False",2783,"female","male","Republican","male",0.288826028836055,0.677957605270696,0.0332163658932493
"3286","Abel Herrero","No candidate","No candidate","Texas",2016,"34","True",33221,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3287","Oscar Longoria","No candidate","No candidate","Texas",2016,"35","True",25812,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3288","Sergio Munoz, Jr.","No candidate","No candidate","Texas",2016,"36","True",29633,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3289","Rene Oliveira","No candidate","No candidate","Texas",2016,"37","True",26587,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3290","Eddie Lucio, III","No candidate","No candidate","Texas",2016,"38","True",30850,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3291","Armando Martinez","No candidate","No candidate","Texas",2016,"39","True",29713,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3292","Terry Canales","Maricela De Leon","No candidate","Texas",2016,"40","True",23257,"False",8266,"0",0,"male","female","Democrat","male",0.737778764711481,0.262221235288519,0
"3293","Robert Guerra","Hilda Garza De Shazo","No candidate","Texas",2016,"41","True",24863,"False",18924,"0",0,"male","female","Democrat","male",0.567816931966109,0.432183068033891,0
"3294","Richard Raymond","No candidate","No candidate","Texas",2016,"42","True",35124,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3295","Marisa Yvette Garcia-Utley","J.M. Lozano","No candidate","Texas",2016,"43","False",19735,"True",31040,"0",0,"female","Unknown","Republican","Unknown",0.388675529295913,0.611324470704087,0
"3296","Robert M. Bohmfalk","John Kuempel","No candidate","Texas",2016,"44","False",20411,"True",53997,"0",0,"male","male","Republican","male",0.274311901946027,0.725688098053973,0
"3297","No candidate","Jason Isaac","No candidate","Texas",2016,"45","False",0,"True",47937,"0",0,"N/A","male","Republican","male",0,1,0
"3298","Dawnna Dukes","Gabriel Nila","Adam Michael Greely","Texas",2016,"46","True",37457,"False",10209,"False",5623,"female","male","Democrat","female",0.702903038150463,0.191577999211845,0.105518962637693
"3299","Ana Jordan","Paul Workman","Scott McKinlay","Texas",2016,"47","False",42635,"True",54785,"False",4838,"female","male","Republican","male",0.416935594281132,0.535752703944924,0.0473117017739443
"3300","Donna Howard","No candidate","Ben Easton","Texas",2016,"48","True",60512,"False",0,"False",15702,"female","N/A","Democrat","female",0.793974860261894,0,0.206025139738106
"3301","Gina Hinojosa","No candidate","Rick Perkins","Texas",2016,"49","False",68398,"False",0,"False",12631,"female","N/A","Democrat","female",0.844117538165348,0,0.155882461834652
"3302","Celia Israel","Ceasar Ruiz","No candidate","Texas",2016,"50","True",43637,"False",24882,"0",0,"female","male","Democrat","female",0.636859849092952,0.363140150907048,0
"3303","Eddie Rodriguez","No candidate","Kat Gruene","Texas",2016,"51","True",42082,"False",0,"False",6162,"male","N/A","Democrat","male",0.872274272448387,0,0.127725727551613
"3304","No candidate","Larry Gonzales","Henry Knetsar","Texas",2016,"52","False",0,"True",40329,"False",13082,"N/A","male","Republican","male",0,0.755069180505888,0.244930819494112
"3305","Stephanie Lochte Ertel","Andrew Murr","Brian Holk","Texas",2016,"53","False",14256,"True",54741,"False",2170,"female","male","Republican","male",0.200317562915396,0.769190776623997,0.0304916604606067
"3306","Sandra Blankenship","Scott Cosper","No candidate","Texas",2016,"54","False",23794,"False",28894,"0",0,"female","male","Republican","male",0.451601882781658,0.548398117218342,0
"3307","No candidate","Hugh Shine","No candidate","Texas",2016,"55","False",0,"False",35950,"0",0,"N/A","male","Republican","male",0,1,0
"3308","No candidate","Charles Anderson","Clif Deuvall","Texas",2016,"56","False",0,"True",43979,"False",6840,"N/A","male","Republican","male",0,0.865404671481139,0.134595328518861
"3309","No candidate","Trent Ashby","No candidate","Texas",2016,"57","False",0,"True",47916,"0",0,"N/A","male","Republican","male",0,1,0
"3310","No candidate","DeWayne Burns","No candidate","Texas",2016,"58","False",0,"True",54149,"0",0,"N/A","male","Republican","male",0,1,0
"3311","No candidate","J.D. Sheffield","No candidate","Texas",2016,"59","False",0,"True",43217,"0",0,"N/A","Unknown","Republican","Unknown",0,1,0
"3312","No candidate","Mike Lang","No candidate","Texas",2016,"60","False",0,"False",61668,"0",0,"N/A","male","Republican","male",0,1,0
"3313","No candidate","Phil King","No candidate","Texas",2016,"61","False",0,"True",70708,"0",0,"N/A","male","Republican","male",0,1,0
"3314","No candidate","Larry Phillips","No candidate","Texas",2016,"62","False",0,"True",50076,"0",0,"N/A","male","Republican","male",0,1,0
"3315","No candidate","Tan Parker","No candidate","Texas",2016,"63","False",0,"True",64120,"0",0,"N/A","male","Republican","male",0,1,0
"3316","Connor Flanagan","Lynn Stucky","No candidate","Texas",2016,"64","False",26288,"False",42158,"0",0,"male","female","Republican","female",0.384069193232621,0.615930806767379,0
"3317","Alex Mendoza","Ron Simmons","No candidate","Texas",2016,"65","False",26759,"True",34418,"0",0,"male","male","Republican","male",0.437402945551433,0.562597054448567,0
"3318","Gnanse Nelson","Matt Shaheen","Shawn Jones","Texas",2016,"66","False",27240,"True",40368,"False",2726,"Unknown","male","Republican","male",0.387294907157278,0.57394716637757,0.038757926465152
"3319","Scott Coleman","Jeff Leach","Ray Brewer","Texas",2016,"67","False",29036,"True",41440,"False",2704,"male","male","Republican","male",0.396775075157147,0.566274938507789,0.0369499863350642
"3320","No candidate","Drew Springer","No candidate","Texas",2016,"68","False",0,"True",50625,"0",0,"N/A","male","Republican","male",0,1,0
"3321","No candidate","James Frank","No candidate","Texas",2016,"69","False",0,"True",41640,"0",0,"N/A","male","Republican","male",0,1,0
"3322","John Bryant","Scott Sanford","Emmett Merwin","Texas",2016,"70","False",24057,"True",56684,"False",3758,"male","male","Republican","male",0.284701594101705,0.670824506798897,0.0444738990993976
"3323","Pierce LoPachin","Stan Lambert","No candidate","Texas",2016,"71","False",10647,"False",44335,"0",0,"male","male","Republican","male",0.193645192972245,0.806354807027755,0
"3324","No candidate","Drew Darby","No candidate","Texas",2016,"72","False",0,"True",46571,"0",0,"N/A","male","Republican","male",0,1,0
"3325","No candidate","Kyle Biedermann","No candidate","Texas",2016,"73","False",0,"False",77592,"0",0,"N/A","male","Republican","male",0,1,0
"3326","Poncho Nevarez","No candidate","No candidate","Texas",2016,"74","True",31724,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3327","Mary Gonzalez","No candidate","No candidate","Texas",2016,"75","True",32576,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3328","Cesar Blanco","No candidate","No candidate","Texas",2016,"76","True",32956,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3329","Evelina Ortega","No candidate","No candidate","Texas",2016,"77","False",28819,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3330","Joseph Moody","Jeffrey Lane","No candidate","Texas",2016,"78","True",31185,"False",18030,"0",0,"male","male","Democrat","male",0.633648277964035,0.366351722035965,0
"3331","Joe Pickett","No candidate","No candidate","Texas",2016,"79","True",35427,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3332","Tracy King","No candidate","No candidate","Texas",2016,"80","True",32548,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3333","No candidate","Brooks Landgraf","No candidate","Texas",2016,"81","False",0,"True",37306,"0",0,"N/A","male","Republican","male",0,1,0
"3334","No candidate","Tom Craddick","No candidate","Texas",2016,"82","False",0,"True",47432,"0",0,"N/A","male","Republican","male",0,1,0
"3335","No candidate","Dustin Burrows","No candidate","Texas",2016,"83","False",0,"True",53437,"0",0,"N/A","male","Republican","male",0,1,0
"3336","No candidate","John Frullo","No candidate","Texas",2016,"84","False",0,"True",35627,"0",0,"N/A","male","Republican","male",0,1,0
"3337","John Davis","Phil Stephenson","No candidate","Texas",2016,"85","False",23334,"True",35594,"0",0,"male","male","Republican","male",0.395974748846049,0.604025251153951,0
"3338","No candidate","John Smithee","No candidate","Texas",2016,"86","False",0,"True",58050,"0",0,"N/A","male","Republican","male",0,1,0
"3339","No candidate","Four Price","No candidate","Texas",2016,"87","False",0,"True",38067,"0",0,"N/A","Unknown","Republican","Unknown",0,1,0
"3340","No candidate","Ken King","No candidate","Texas",2016,"88","False",0,"True",41209,"0",0,"N/A","male","Republican","male",0,1,0
"3341","Denise Hamilton","Jodie Laubenberg","Bob Worthington","Texas",2016,"89","False",24861,"True",48341,"False",2890,"female","female","Republican","female",0.326722914366819,0.635296746044262,0.0379803395889187
"3342","Ramon Romero, Jr.","No candidate","No candidate","Texas",2016,"90","True",20925,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3343","No candidate","Stephanie Klick","No candidate","Texas",2016,"91","False",0,"True",43601,"0",0,"N/A","female","Republican","female",0,1,0
"3344","Kim K. Leach","Jonathan Stickland","Travis Christal","Texas",2016,"92","False",24806,"True",35622,"False",3599,"female","male","Republican","male",0.387430302840989,0.556359036031674,0.0562106611273369
"3345","Nancy Bean","Matt Krause","No candidate","Texas",2016,"93","False",23987,"True",37002,"0",0,"female","male","Republican","male",0.393300431225303,0.606699568774697,0
"3346","No candidate","Tony Tinderholt","Jessica Pallett","Texas",2016,"94","False",0,"True",39224,"False",14037,"N/A","male","Republican","male",0,0.736448808696795,0.263551191303205
"3347","Nicole Collier","Albert McDaniel","No candidate","Texas",2016,"95","True",35246,"False",11376,"0",0,"female","male","Democrat","female",0.755995023808502,0.244004976191498,0
"3348","Sandra D. Lee","Bill Zedler","No candidate","Texas",2016,"96","False",29434,"True",38991,"0",0,"female","male","Republican","male",0.430164413591524,0.569835586408476,0
"3349","Elizabeth Tarrant","Craig Goldman","Patrick Wentworth","Texas",2016,"97","False",27019,"True",39537,"False",2531,"female","male","Republican","male",0.391086600952422,0.572278431542837,0.0366349675047404
"3350","Maricela Sanchez Chibli","Giovanni Capriglione","No candidate","Texas",2016,"98","False",21547,"True",65348,"0",0,"female","male","Republican","male",0.247965935899649,0.752034064100351,0
"3351","No candidate","Charlie Geren","Dan Hawkins","Texas",2016,"99","False",0,"True",45201,"False",9393,"N/A","male","Republican","male",0,0.827948126167711,0.172051873832289
"3352","Eric Johnson","No candidate","Heather Marcus","Texas",2016,"100","True",33198,"False",0,"False",4965,"male","N/A","Democrat","male",0.869900165081361,0,0.130099834918638
"3353","Chris Turner","Carlos Garza","No candidate","Texas",2016,"101","True",30591,"False",15530,"0",0,"male","male","Democrat","male",0.66327703215455,0.33672296784545,0
"3354","Laura Irvin","Linda Koop","No candidate","Texas",2016,"102","False",26208,"True",31595,"0",0,"female","female","Republican","female",0.453402072556788,0.546597927443212,0
"3355","Rafael Anchia","No candidate","No candidate","Texas",2016,"103","True",3323,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3356","Roberto Alonzo","No candidate","No candidate","Texas",2016,"104","True",26751,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3357","Terry Meza","Rodney Anderson","No candidate","Texas",2016,"105","False",23656,"True",23720,"0",0,"male","male","Republican","male",0.499324552516042,0.500675447483958,0
"3358","No candidate","Pat Fallon","Rodney Caston","Texas",2016,"106","False",0,"True",55596,"False",13209,"N/A","female","Republican","female",0,0.808022672770874,0.191977327229126
"3359","Victoria Neave","Kenneth Sheets","No candidate","Texas",2016,"107","False",27922,"True",27086,"0",0,"female","male","Democrat","female",0.507598894706225,0.492401105293775,0
"3360","No candidate","Morgan Meyer","Scott Smith","Texas",2016,"108","False",0,"True",47799,"False",18131,"N/A","female","Republican","female",0,0.724996208099499,0.275003791900501
"3361","Helen Giddings","A. Denise Russell","No candidate","Texas",2016,"109","True",53458,"False",11155,"0",0,"female","Unknown","Democrat","female",0.827356723879096,0.172643276120904,0
"3362","Toni Rose","No candidate","No candidate","Texas",2016,"110","True",31380,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3363","Yvonne Davis","Chad O. Jackson","No candidate","Texas",2016,"111","True",44918,"False",12520,"0",0,"female","male","Democrat","female",0.782025836554198,0.217974163445802,0
"3364","Jack Blackshear","Angie Chen Button","No candidate","Texas",2016,"112","False",23351,"True",31234,"0",0,"male","female","Republican","female",0.42779151781625,0.57220848218375,0
"3365","Rhetta Andrews Bowers","Cindy Burkett","No candidate","Texas",2016,"113","False",24795,"True",30501,"0",0,"female","female","Republican","female",0.448404947916667,0.551595052083333,0
"3366","Jim Burke","Jason Villalba","Anthony Holan","Texas",2016,"114","False",27367,"True",37588,"False",2502,"male","male","Republican","male",0.405695480083609,0.557214225358377,0.0370902945580147
"3367","Dorotha M. Ocker","Matt Rinaldi","No candidate","Texas",2016,"115","False",28939,"True",29987,"0",0,"female","male","Republican","male",0.491107490751112,0.508892509248888,0
"3368","Diana Arevalo","No candidate","No candidate","Texas",2016,"116","False",36772,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3369","Philip Cortez","Rick Galindo","No candidate","Texas",2016,"117","False",29319,"True",27783,"0",0,"male","male","Democrat","male",0.51344961647578,0.48655038352422,0
"3370","Tomas Uresti","John Lujan","No candidate","Texas",2016,"118","False",25632,"True",20831,"0",0,"male","male","Democrat","male",0.551664765512343,0.448335234487657,0
"3371","Roland Gutierrez","No candidate","No candidate","Texas",2016,"119","True",33384,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3372","Barbara Gervin-Hawkins","No candidate","Laura Thompson","Texas",2016,"120","False",31510,"False",0,"True",9072,"female","N/A","Democrat","female",0.776452614459613,0,0.223547385540387
"3373","No candidate","Joe Straus","No candidate","Texas",2016,"121","False",0,"True",56970,"0",0,"N/A","male","Republican","male",0,1,0
"3374","No candidate","Lyle Larson","No candidate","Texas",2016,"122","False",0,"True",73957,"0",0,"N/A","male","Republican","male",0,1,0
"3375","Diego Bernal","No candidate","No candidate","Texas",2016,"123","True",38649,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
